gene	rec_mean	orthogroup	freq
Ha412HOChr01:125848811-125855581	0.631787554498613	OG0000378	5
Ha412HOChr01:12594671-12596238	0.206335050865372	OG0001853	3
Ha412HOChr01:12599970-12610214	0.206302021403092	OG0013412	1
Ha412HOChr01:126042065-126053943	0.652232791650152	OG0008891	1
Ha412HOChr01:126115628-126121283	0.652199762187872	OG0003037	4
Ha412HOChr01:126138363-126150795	0.652166732725591	OG0001568	5
Ha412HOChr01:126213646-126216347	0.652133703263311	OG0001018	1
Ha412HOChr01:12641249-12645847	0.206268991940811	OG0010600	1
Ha412HOChr01:126581390-126594530	0.652100673801031	OG0017783	2
Ha412HOChr01:126633707-126642945	0.65206764433875	OG0022552	3
Ha412HOChr01:126692138-126692749	0.65203461487647	OG0004902	1
Ha412HOChr01:126696999-126700201	0.65200158541419	OG0003352	2
Ha412HOChr01:126725771-126727688	0.651968555951909	OG0005066	2
Ha412HOChr01:126827879-126828529	0.651935526489629	OG0026949	2
Ha412HOChr01:126830006-126831619	0.651902497027348	OG0026934	2
Ha412HOChr01:126848787-126851075	0.651869467565068	OG0005537	5
Ha412HOChr01:126938081-126942461	0.651836438102788	OG0002343	2
Ha412HOChr01:126943318-126946224	0.651803408640507	OG0006084	4
Ha412HOChr01:126988430-126993611	0.651770379178227	OG0006582	2
Ha412HOChr01:127001664-127002935	0.682487779098956	OG0003015	4
Ha412HOChr01:127013542-127016439	0.682454749636676	OG0026950	2
Ha412HOChr01:127076081-127078622	0.682421720174396	OG0004563	4
Ha412HOChr01:127181040-127183585	0.682388690712115	OG0001841	6
Ha412HOChr01:127259203-127261634	0.682355661249835	OG0004651	2
Ha412HOChr01:127289035-127290932	0.682322631787554	OG0000222	10
Ha412HOChr01:127373909-127377885	0.682289602325274	OG0010497	2
Ha412HOChr01:1274208-1282313	0.219877130400317	OG0012780	1
Ha412HOChr01:127440250-127441961	0.682256572862994	OG0000708	7
Ha412HOChr01:127628386-127633309	0.682223543400713	OG0007437	3
Ha412HOChr01:12845222-12849571	0.206235962478531	OG0010936	2
Ha412HOChr01:128489102-128491834	0.701116395825076	OG0000648	8
Ha412HOChr01:128507722-128508356	0.701083366362796	OG0022553	2
Ha412HOChr01:128580604-128585506	0.701050336900515	OG0026951	2
Ha412HOChr01:128658782-128661500	0.701017307438235	OG0000648	8
Ha412HOChr01:1287966-1289015	0.219844100938037	OG0011962	1
Ha412HOChr01:128843653-128848944	0.700984277975955	OG0003856	4
Ha412HOChr01:12890448-12896707	0.206202933016251	OG0003715	1
Ha412HOChr01:12908993-12912522	0.20616990355397	OG0017765	4
Ha412HOChr01:129250218-129252189	0.71832474567314	OG0010867	1
Ha412HOChr01:129252695-129256642	0.71829171621086	OG0006720	3
Ha412HOChr01:129418909-129420455	0.71825868674858	OG0001006	6
Ha412HOChr01:129473553-129475148	0.718225657286299	OG0001006	6
Ha412HOChr01:129616639-129619638	0.718192627824019	OG0001006	6
Ha412HOChr01:129680304-129682067	0.718159598361739	OG0001006	6
Ha412HOChr01:12980005-12985806	0.20613687409169	OG0010033	3
Ha412HOChr01:129844224-129846056	0.718126568899458	OG0017724	1
Ha412HOChr01:129892929-129897416	0.718093539437178	OG0002037	7
Ha412HOChr01:129910368-129911585	0.718060509974898	OG0002037	7
Ha412HOChr01:130036815-130045893	0.741181133571145	OG0002037	7
Ha412HOChr01:130087864-130100373	0.741148104108865	OG0002037	7
Ha412HOChr01:130176863-130181440	0.741115074646585	OG0003584	3
Ha412HOChr01:130195904-130203357	0.741082045184304	OG0009269	2
Ha412HOChr01:130308216-130311453	0.741049015722024	OG0005536	3
Ha412HOChr01:130316729-130325036	0.741015986259744	OG0003440	3
Ha412HOChr01:130412297-130415455	0.740982956797463	OG0004134	3
Ha412HOChr01:130415888-130423368	0.740949927335183	OG0006718	2
Ha412HOChr01:130501182-130502611	0.740916897872903	OG0001370	2
Ha412HOChr01:130706339-130706907	0.740883868410622	OG0007436	2
Ha412HOChr01:130714361-130714945	0.740850838948342	OG0002923	3
Ha412HOChr01:130764210-130764674	0.740817809486062	OG0004026	2
Ha412HOChr01:130829833-130834278	0.740784780023781	OG0009645	2
Ha412HOChr01:130839642-130845434	0.740751750561501	OG0000983	6
Ha412HOChr01:130906868-130908734	0.740718721099221	OG0020113	4
Ha412HOChr01:130947606-130949605	0.74068569163694	OG0007552	3
Ha412HOChr01:130953802-130960642	0.74065266217466	OG0003723	2
Ha412HOChr01:131015419-131019825	0.764433875016515	OG0012159	1
Ha412HOChr01:131029981-131033087	0.764400845554234	OG0013351	1
Ha412HOChr01:131050093-131050386	0.764367816091954	OG0026952	2
Ha412HOChr01:131083814-131084533	0.764334786629674	OG0026952	2
Ha412HOChr01:131088921-131094196	0.764301757167393	OG0022554	3
Ha412HOChr01:131188949-131191827	0.764268727705113	OG0026953	2
Ha412HOChr01:131276507-131281651	0.764235698242833	OG0022555	3
Ha412HOChr01:131339244-131345135	0.764202668780552	OG0000874	6
Ha412HOChr01:131429583-131432741	0.764169639318272	OG0005288	3
Ha412HOChr01:131435643-131447125	0.764136609855992	OG0003195	5
Ha412HOChr01:131528430-131542667	0.764103580393711	OG0001808	3
Ha412HOChr01:131541926-131544841	0.764070550931431	OG0009068	2
Ha412HOChr01:131595237-131600517	0.76403752146915	OG0001518	6
Ha412HOChr01:131605502-131607061	0.76400449200687	OG0019778	1
Ha412HOChr01:131658984-131668446	0.76397146254459	OG0014453	2
Ha412HOChr01:131708278-131709988	0.763938433082309	OG0002944	1
Ha412HOChr01:131717906-131724362	0.763905403620029	OG0009933	1
Ha412HOChr01:131732491-131741464	0.763872374157749	OG0002315	5
Ha412HOChr01:131757307-131759881	0.763839344695468	OG0002315	5
Ha412HOChr01:131760789-131762725	0.763806315233188	OG0002315	5
Ha412HOChr01:131781934-131788039	0.763773285770908	OG0002315	5
Ha412HOChr01:131828890-131831050	0.763740256308627	OG0001307	5
Ha412HOChr01:131886657-131893236	0.763707226846347	OG0005016	9
Ha412HOChr01:131887001-131888109	0.763674197384067	OG0022556	3
Ha412HOChr01:131935010-131939308	0.763641167921786	OG0000046	7
Ha412HOChr01:132158260-132172184	0.783690051525961	OG0000818	7
Ha412HOChr01:132173464-132176142	0.783657022063681	OG0002902	3
Ha412HOChr01:132629208-132645698	0.7836239926014	OG0002614	2
Ha412HOChr01:132663677-132667241	0.78359096313912	OG0010820	1
Ha412HOChr01:132676725-132680466	0.78355793367684	OG0011030	1
Ha412HOChr01:132681580-132690087	0.783524904214559	OG0000392	7
Ha412HOChr01:132738792-132739118	0.783491874752279	OG0000131	8
Ha412HOChr01:132747165-132747719	0.783458845289999	OG0000131	8
Ha412HOChr01:132797214-132797792	0.783425815827718	OG0000131	8
Ha412HOChr01:132820636-132821541	0.783392786365438	OG0000131	8
Ha412HOChr01:132907579-132913373	0.783359756903158	OG0005070	2
Ha412HOChr01:133007870-133009136	0.807636411679218	OG0024397	1
Ha412HOChr01:133352763-133356472	0.807603382216938	OG0006966	3
Ha412HOChr01:133368929-133372737	0.807570352754657	OG0008042	2
Ha412HOChr01:133472290-133475051	0.807537323292377	OG0001311	6
Ha412HOChr01:133559442-133562855	0.807504293830096	OG0014034	2
Ha412HOChr01:133617947-133625892	0.807471264367816	OG0002556	4
Ha412HOChr01:133762937-133767367	0.807438234905536	OG0013031	1
Ha412HOChr01:133898434-133900841	0.807405205443255	OG0004990	2
Ha412HOChr01:133945751-133948546	0.807372175980975	OG0002904	4
Ha412HOChr01:134035041-134039718	0.833630598493857	OG0000459	4
Ha412HOChr01:134076508-134079040	0.833597569031576	OG0026954	2
Ha412HOChr01:134122118-134122834	0.833564539569296	OG0003833	3
Ha412HOChr01:134147694-134156755	0.833531510107015	OG0000739	7
Ha412HOChr01:134154170-134156758	0.833498480644735	OG0001304	4
Ha412HOChr01:134205838-134208930	0.833465451182455	OG0005294	2
Ha412HOChr01:134209461-134221129	0.833432421720174	OG0009106	1
Ha412HOChr01:134225242-134228945	0.833399392257894	OG0012142	1
Ha412HOChr01:134299405-134305952	0.833366362795614	OG0005504	2
Ha412HOChr01:134320702-134324656	0.833333333333333	OG0009602	2
Ha412HOChr01:134325890-134333157	0.833300303871053	OG0011371	1
Ha412HOChr01:134398554-134403144	0.833267274408773	OG0003905	3
Ha412HOChr01:13445016-13447925	0.205079931298718	OG0004622	1
Ha412HOChr01:134472530-134473258	0.833234244946492	OG0016599	6
Ha412HOChr01:13448777-13450105	0.205046901836438	OG0010625	1
Ha412HOChr01:134609450-134610875	0.833201215484212	OG0016599	6
Ha412HOChr01:134614059-134617695	0.833168186021932	OG0012050	1
Ha412HOChr01:134625218-134630173	0.833135156559651	OG0006678	1
Ha412HOChr01:134628909-134630309	0.833102127097371	OG0002576	5
Ha412HOChr01:134701453-134708282	0.833069097635091	OG0001008	3
Ha412HOChr01:134764583-134768321	0.83303606817281	OG0004441	3
Ha412HOChr01:13482287-13487743	0.205013872374158	OG0012793	2
Ha412HOChr01:134837014-134842323	0.83300303871053	OG0000889	6
Ha412HOChr01:13488432-13493665	0.204980842911877	OG0001353	4
Ha412HOChr01:134921207-134924066	0.832970009248249	OG0022557	1
Ha412HOChr01:134968634-134978196	0.832936979785969	OG0007471	1
Ha412HOChr01:134978610-134984321	0.832903950323689	OG0014491	2
Ha412HOChr01:135113469-135120551	0.848989298454221	OG0002390	2
Ha412HOChr01:13511735-13519333	0.204947813449597	OG0001343	3
Ha412HOChr01:135205641-135208690	0.848956268991941	OG0001962	7
Ha412HOChr01:135227928-135236725	0.84892323952966	OG0004913	2
Ha412HOChr01:13523361-13526682	0.204914783987317	OG0001524	4
Ha412HOChr01:135250737-135259779	0.84889021006738	OG0007411	2
Ha412HOChr01:135250955-135253582	0.8488571806051	OG0006330	4
Ha412HOChr01:13530314-13541751	0.204881754525036	OG0001089	5
Ha412HOChr01:1353184-1357018	0.219811071475756	OG0006204	1
Ha412HOChr01:135324009-135328382	0.848824151142819	OG0026955	2
Ha412HOChr01:135353798-135357382	0.848791121680539	OG0026956	2
Ha412HOChr01:135358629-135366081	0.848758092218259	OG0003217	2
Ha412HOChr01:135517223-135520290	0.848725062755978	OG0003747	3
Ha412HOChr01:135525801-135526983	0.848692033293698	OG0022558	3
Ha412HOChr01:1356602-1359156	0.219778042013476	OG0004988	1
Ha412HOChr01:135748617-135748850	0.848659003831418	OG0026957	2
Ha412HOChr01:13575184-13578065	0.204848725062756	OG0015578	2
Ha412HOChr01:135760201-135761379	0.848625974369137	OG0022558	3
Ha412HOChr01:135767160-135769323	0.848592944906857	OG0026925	2
Ha412HOChr01:135776678-135779763	0.848559915444577	OG0000628	9
Ha412HOChr01:13579738-13581229	0.204815695600476	OG0022530	3
Ha412HOChr01:135840997-135843968	0.848526885982296	OG0000628	9
Ha412HOChr01:135990927-135996480	0.848493856520016	OG0000628	9
Ha412HOChr01:136117865-136128062	0.870590566785573	OG0004915	1
Ha412HOChr01:136132721-136134550	0.870557537323292	OG0013338	1
Ha412HOChr01:136135343-136139096	0.870524507861012	OG0007005	1
Ha412HOChr01:136183082-136183817	0.870491478398732	OG0006590	2
Ha412HOChr01:136186025-136189363	0.870458448936451	OG0002545	3
Ha412HOChr01:136210273-136214094	0.870425419474171	OG0012721	1
Ha412HOChr01:136241950-136247537	0.870392390011891	OG0002812	2
Ha412HOChr01:136318173-136322739	0.87035936054961	OG0002042	3
Ha412HOChr01:136339307-136352561	0.87032633108733	OG0009283	1
Ha412HOChr01:1363718-1367055	0.219745012551196	OG0004644	3
