gene	rec_mean	orthogroup	freq
Ha412HOChr01:111195047-111199362	0.480716523101018	OG0013140	4
Ha412HOChr01:1112616-1116435	0.222461498303315	OG0003108	3
Ha412HOChr01:111372336-111374375	0.480683894544505	OG0013140	4
Ha412HOChr01:111532648-111543720	0.480651265987993	OG0001808	3
Ha412HOChr01:11199181-11204350	0.210976246410859	OG0008336	2
Ha412HOChr01:112186554-112190612	0.496769772905247	OG0008551	1
Ha412HOChr01:11221259-11226574	0.210943617854346	OG0026904	2
Ha412HOChr01:112680109-112686057	0.496737144348734	OG0009419	3
Ha412HOChr01:112717442-112720004	0.496704515792221	OG0022546	1
Ha412HOChr01:112788793-112790104	0.496671887235709	OG0020109	4
Ha412HOChr01:112793655-112797273	0.496639258679196	OG0003158	2
Ha412HOChr01:112929604-112931853	0.496606630122683	OG0004304	3
Ha412HOChr01:112984826-112986677	0.496574001566171	OG0014032	1
Ha412HOChr01:112987333-112988264	0.496541373009658	OG0012899	1
Ha412HOChr01:112990502-112996322	0.496508744453145	OG0003982	1
Ha412HOChr01:113221234-113224043	0.509951709736361	OG0002191	5
Ha412HOChr01:113224770-113226738	0.509919081179849	OG0017780	3
Ha412HOChr01:113406044-113409928	0.509886452623336	OG0010419	1
Ha412HOChr01:113410975-113418299	0.509853824066823	OG0006969	3
Ha412HOChr01:113622593-113624006	0.509821195510311	OG0001307	5
Ha412HOChr01:113622744-113623987	0.509788566953798	OG0022547	1
Ha412HOChr01:113649317-113651994	0.509755938397285	OG0010326	1
Ha412HOChr01:113716496-113719587	0.509723309840773	OG0022548	3
Ha412HOChr01:11372541-11377236	0.210910989297833	OG0002187	3
Ha412HOChr01:113790094-113794351	0.50969068128426	OG0022549	3
Ha412HOChr01:11380646-11386767	0.210878360741321	OG0004113	3
Ha412HOChr01:113862194-113871261	0.509658052727747	OG0003324	3
Ha412HOChr01:113895736-113899916	0.509625424171235	OG0005135	4
Ha412HOChr01:113908707-113912740	0.509592795614722	OG0005135	4
Ha412HOChr01:113972551-113984482	0.509560167058209	OG0010098	1
Ha412HOChr01:114109285-114112187	0.51680370660402	OG0001571	4
Ha412HOChr01:114286815-114288409	0.516771078047507	OG0005937	2
Ha412HOChr01:114291680-114298447	0.516738449490995	OG0000809	7
Ha412HOChr01:114330529-114334564	0.516705820934482	OG0005937	2
Ha412HOChr01:114336103-114337868	0.516673192377969	OG0010514	1
Ha412HOChr01:114339342-114342468	0.516640563821457	OG0003786	3
Ha412HOChr01:114603463-114606672	0.516607935264944	OG0001789	4
Ha412HOChr01:114607672-114611062	0.516575306708431	OG0010642	1
Ha412HOChr01:114615569-114615982	0.516542678151919	OG0000582	7
Ha412HOChr01:114689516-114694188	0.516510049595406	OG0005659	3
Ha412HOChr01:11498733-11501332	0.210845732184808	OG0000087	9
Ha412HOChr01:115389604-115390569	0.524699817280084	OG0001377	5
Ha412HOChr01:115595252-115597219	0.524667188723571	OG0001377	5
Ha412HOChr01:115673479-115676423	0.524634560167058	OG0002457	2
Ha412HOChr01:115678247-115696261	0.524601931610546	OG0001601	4
Ha412HOChr01:115770391-115779110	0.524569303054033	OG0006683	2
Ha412HOChr01:115974061-115976684	0.52453667449752	OG0007392	2
Ha412HOChr01:116164647-116171854	0.533052727747324	OG0000353	10
Ha412HOChr01:116167591-116172587	0.533020099190812	OG0008530	1
Ha412HOChr01:116243049-116246500	0.532987470634299	OG0013866	1
Ha412HOChr01:116252995-116261772	0.532954842077786	OG0007457	2
Ha412HOChr01:116497135-116500332	0.532922213521274	OG0001676	5
Ha412HOChr01:11665824-11669719	0.210813103628295	OG0026905	2
Ha412HOChr01:116728810-116730857	0.532889584964761	OG0001276	2
Ha412HOChr01:116731732-116735495	0.532856956408248	OG0010764	1
Ha412HOChr01:117094350-117097770	0.539415296267293	OG0019753	1
Ha412HOChr01:117135560-117139011	0.53938266771078	OG0004467	1
Ha412HOChr01:117148047-117157207	0.539350039154268	OG0008448	2
Ha412HOChr01:117161054-117162382	0.539317410597755	OG0000745	3
Ha412HOChr01:117164190-117168803	0.539284782041243	OG0015426	1
Ha412HOChr01:117237132-117238347	0.53925215348473	OG0000384	1
Ha412HOChr01:11730199-11731013	0.210780475071783	OG0004312	10
Ha412HOChr01:117341683-117344035	0.539219524928217	OG0021659	2
Ha412HOChr01:117381728-117383385	0.539186896371704	OG0004891	3
Ha412HOChr01:117466326-117467510	0.539154267815192	OG0026945	2
Ha412HOChr01:117469291-117470769	0.539121639258679	OG0007483	2
Ha412HOChr01:117480106-117481939	0.539089010702167	OG0001575	2
Ha412HOChr01:117482579-117495251	0.539056382145654	OG0012265	1
Ha412HOChr01:117628925-117636290	0.539023753589141	OG0009843	2
Ha412HOChr01:118042551-118044331	0.550378491255547	OG0022550	1
Ha412HOChr01:118042597-118043364	0.550345862699034	OG0003204	5
Ha412HOChr01:118266953-118274541	0.550313234142522	OG0020112	1
Ha412HOChr01:118309861-118330989	0.550280605586009	OG0000773	3
Ha412HOChr01:118512476-118518450	0.550247977029496	OG0002448	8
Ha412HOChr01:118624675-118633140	0.550215348472984	OG0001204	4
Ha412HOChr01:118643423-118643822	0.550182719916471	OG0026946	2
Ha412HOChr01:118644008-118657015	0.550150091359958	OG0008201	2
Ha412HOChr01:118697986-118704513	0.550117462803446	OG0001037	5
Ha412HOChr01:118814875-118816078	0.550084834246933	OG0003042	2
Ha412HOChr01:119043291-119048822	0.558894544505351	OG0003259	5
Ha412HOChr01:119151726-119152822	0.558861915948838	OG0003853	3
Ha412HOChr01:119225763-119228559	0.558829287392326	OG0003007	3
Ha412HOChr01:119247125-119260983	0.558796658835813	OG0001492	10
Ha412HOChr01:119491268-119499514	0.5587640302793	OG0001172	7
Ha412HOChr01:119532346-119536919	0.558731401722788	OG0001052	4
Ha412HOChr01:119549066-119552596	0.558698773166275	OG0013740	1
Ha412HOChr01:119578012-119594101	0.558666144609762	OG0008855	3
Ha412HOChr01:119775264-119775923	0.55863351605325	OG0017781	5
Ha412HOChr01:119804155-119809695	0.558600887496737	OG0007849	2
Ha412HOChr01:119934769-119936009	0.558568258940224	OG0001470	9
Ha412HOChr01:119940776-119943428	0.558535630383712	OG0026947	2
Ha412HOChr01:120080693-120081891	0.568063168885409	OG0001470	9
Ha412HOChr01:120106847-120108725	0.568030540328896	OG0001022	2
Ha412HOChr01:120251865-120253783	0.567997911772383	OG0001829	3
Ha412HOChr01:12034214-12034540	0.209051161576612	OG0026906	2
Ha412HOChr01:120346180-120350994	0.56796528321587	OG0000916	1
Ha412HOChr01:120365802-120366631	0.567932654659358	OG0002269	5
Ha412HOChr01:120366980-120367444	0.567900026102845	OG0000186	8
Ha412HOChr01:120372054-120372866	0.567867397546333	OG0000907	1
Ha412HOChr01:120412640-120418516	0.56783476898982	OG0008888	1
Ha412HOChr01:120622320-120625034	0.567802140433307	OG0007319	2
Ha412HOChr01:120715343-120719046	0.567769511876795	OG0003852	3
Ha412HOChr01:120772064-120778447	0.567736883320282	OG0009431	1
Ha412HOChr01:121287391-121289367	0.578112764291308	OG0009258	1
Ha412HOChr01:121356227-121357483	0.578080135734795	OG0000555	6
Ha412HOChr01:121379073-121385194	0.578047507178282	OG0002031	4
Ha412HOChr01:121399781-121405320	0.57801487862177	OG0002031	4
Ha412HOChr01:121493860-121501093	0.577982250065257	OG0007841	2
Ha412HOChr01:121537025-121541913	0.577949621508744	OG0007841	2
Ha412HOChr01:121760329-121780951	0.577916992952232	OG0012762	1
Ha412HOChr01:121873038-121875119	0.577884364395719	OG0015800	7
Ha412HOChr01:121978369-121983708	0.577851735839206	OG0011920	1
Ha412HOChr01:121985654-121989969	0.577819107282694	OG0010612	1
Ha412HOChr01:121992142-121995237	0.577786478726181	OG0022551	3
Ha412HOChr01:122003689-122007391	0.592436700600365	OG0015800	7
Ha412HOChr01:122276478-122278036	0.592404072043853	OG0015800	7
Ha412HOChr01:122551102-122553161	0.59237144348734	OG0015800	7
Ha412HOChr01:122753632-122754861	0.592338814930827	OG0008977	7
Ha412HOChr01:122841716-122843758	0.592306186374315	OG0008977	7
Ha412HOChr01:122977830-122982799	0.592273557817802	OG0002761	4
Ha412HOChr01:122983871-122987422	0.592240929261289	OG0016250	1
Ha412HOChr01:123063173-123064800	0.606369094231271	OG0000811	7
Ha412HOChr01:123302451-123314355	0.606336465674759	OG0009305	1
Ha412HOChr01:123372136-123377047	0.606303837118246	OG0008257	1
Ha412HOChr01:123375550-123381496	0.606271208561733	OG0008251	1
Ha412HOChr01:123571402-123571779	0.606238580005221	OG0003365	2
Ha412HOChr01:123816963-123821719	0.606205951448708	OG0004616	3
Ha412HOChr01:123827728-123836505	0.606173322892195	OG0010337	1
Ha412HOChr01:123860389-123864854	0.606140694335683	OG0011921	1
Ha412HOChr01:123897521-123900218	0.60610806577917	OG0002247	4
Ha412HOChr01:123977704-123982243	0.606075437222657	OG0009721	2
Ha412HOChr01:123993473-123995696	0.606042808666145	OG0015800	7
Ha412HOChr01:123998966-124000238	0.613253719655442	OG0015800	7
Ha412HOChr01:124001243-124005022	0.621019316105455	OG0006682	1
Ha412HOChr01:124007123-124009715	0.620986687548943	OG0010707	2
Ha412HOChr01:124150058-124155677	0.62095405899243	OG0002044	3
Ha412HOChr01:124183136-124185209	0.620921430435918	OG0009114	1
Ha412HOChr01:124214238-124217237	0.620888801879405	OG0005799	5
Ha412HOChr01:124332532-124336652	0.620856173322892	OG0005799	5
Ha412HOChr01:12434018-12434769	0.209018533020099	OG0010609	1
Ha412HOChr01:124429654-124432779	0.62082354476638	OG0005799	5
Ha412HOChr01:124460004-124464275	0.620790916209867	OG0009804	1
Ha412HOChr01:124464285-124468782	0.620758287653354	OG0010587	2
Ha412HOChr01:124496505-124499948	0.620725659096842	OG0004296	3
Ha412HOChr01:124499950-124500831	0.620693030540329	OG0004296	3
Ha412HOChr01:124551394-124553023	0.620660401983816	OG0011036	1
Ha412HOChr01:124827394-124829801	0.620627773427304	OG0014549	4
Ha412HOChr01:124837457-124843679	0.620595144870791	OG0012336	1
Ha412HOChr01:12521628-12537659	0.208985904463587	OG0020093	3
Ha412HOChr01:125449119-125452354	0.634266510049595	OG0026948	2
Ha412HOChr01:125635966-125645005	0.634233881493083	OG0002274	5
Ha412HOChr01:125651778-125657480	0.63420125293657	OG0011432	1
Ha412HOChr01:125681245-125688363	0.634168624380057	OG0002274	5
Ha412HOChr01:125801406-125809074	0.634135995823545	OG0005352	2
Ha412HOChr01:125848811-125855581	0.634103367267032	OG0000378	5
Ha412HOChr01:12594671-12596238	0.208953275907074	OG0001853	3
Ha412HOChr01:12599970-12610214	0.208920647350561	OG0013412	1
Ha412HOChr01:126042065-126053943	0.654659357870008	OG0008891	1
Ha412HOChr01:126115628-126121283	0.654626729313495	OG0003037	4
Ha412HOChr01:126138363-126150795	0.654594100756983	OG0001568	5
Ha412HOChr01:126213646-126216347	0.65456147220047	OG0001018	1
Ha412HOChr01:12641249-12645847	0.208888018794049	OG0010600	1
Ha412HOChr01:126581390-126594530	0.654528843643957	OG0017783	2
Ha412HOChr01:126633707-126642945	0.654496215087444	OG0022552	3
Ha412HOChr01:126692138-126692749	0.654463586530932	OG0004902	1
Ha412HOChr01:126696999-126700201	0.654430957974419	OG0003352	3
Ha412HOChr01:126725771-126727688	0.654398329417907	OG0005066	2
Ha412HOChr01:126827879-126828529	0.654365700861394	OG0026949	2
Ha412HOChr01:126830006-126831619	0.654333072304881	OG0026934	2
Ha412HOChr01:126848787-126851075	0.654300443748369	OG0005537	5
Ha412HOChr01:126938081-126942461	0.654267815191856	OG0002343	2
Ha412HOChr01:126943318-126946224	0.654235186635343	OG0006084	4
Ha412HOChr01:126988430-126993611	0.654202558078831	OG0006582	2
Ha412HOChr01:127001664-127002935	0.684775515531193	OG0003015	4
Ha412HOChr01:127013542-127016439	0.68474288697468	OG0026950	2
Ha412HOChr01:127076081-127078622	0.684710258418168	OG0004563	4
Ha412HOChr01:127181040-127183585	0.684677629861655	OG0001841	6
Ha412HOChr01:127259203-127261634	0.684645001305142	OG0004651	2
Ha412HOChr01:127289035-127290932	0.68461237274863	OG0000222	10
Ha412HOChr01:127373909-127377885	0.684579744192117	OG0010497	2
Ha412HOChr01:1274208-1282313	0.222428869746802	OG0012780	1
Ha412HOChr01:127440250-127441961	0.684547115635604	OG0000708	7
Ha412HOChr01:127628386-127633309	0.684514487079092	OG0007437	3
Ha412HOChr01:12845222-12849571	0.208855390237536	OG0010936	2
Ha412HOChr01:128489102-128491834	0.703275907073871	OG0000648	9
Ha412HOChr01:128507722-128508356	0.703243278517358	OG0022553	2
Ha412HOChr01:128580604-128585506	0.703210649960846	OG0026951	2
Ha412HOChr01:128658782-128661500	0.703178021404333	OG0000648	9
Ha412HOChr01:1287966-1289015	0.22239624119029	OG0011962	1
Ha412HOChr01:128843653-128848944	0.70314539284782	OG0003856	4
Ha412HOChr01:12890448-12896707	0.208822761681023	OG0003715	1
Ha412HOChr01:12908993-12912522	0.208790133124511	OG0017765	4
Ha412HOChr01:129250218-129252189	0.720536413469068	OG0010867	1
Ha412HOChr01:129252695-129256642	0.720503784912556	OG0006720	3
Ha412HOChr01:129418909-129420455	0.720471156356043	OG0001006	6
Ha412HOChr01:129473553-129475148	0.72043852779953	OG0001006	6
Ha412HOChr01:129616639-129619638	0.720405899243017	OG0001006	6
Ha412HOChr01:129680304-129682067	0.720373270686505	OG0001006	6
Ha412HOChr01:12980005-12985806	0.208757504567998	OG0010033	3
Ha412HOChr01:129844224-129846056	0.720340642129992	OG0017724	1
Ha412HOChr01:129892929-129897416	0.72030801357348	OG0002037	7
Ha412HOChr01:129910368-129911585	0.720275385016967	OG0002037	7
Ha412HOChr01:130036815-130045893	0.742984860349778	OG0002037	7
Ha412HOChr01:130087864-130100373	0.742952231793265	OG0002037	7
Ha412HOChr01:130176863-130181440	0.742919603236753	OG0003584	3
Ha412HOChr01:130195904-130203357	0.74288697468024	OG0009269	2
Ha412HOChr01:130308216-130311453	0.742854346123727	OG0005536	3
Ha412HOChr01:130316729-130325036	0.742821717567215	OG0003440	3
Ha412HOChr01:130412297-130415455	0.742789089010702	OG0004134	3
Ha412HOChr01:130415888-130423368	0.74275646045419	OG0006718	2
Ha412HOChr01:130501182-130502611	0.742723831897677	OG0001370	2
Ha412HOChr01:130706339-130706907	0.742691203341164	OG0007436	2
Ha412HOChr01:130714361-130714945	0.742658574784652	OG0002923	3
Ha412HOChr01:130764210-130764674	0.742625946228139	OG0004026	2
Ha412HOChr01:130829833-130834278	0.742593317671626	OG0009645	2
Ha412HOChr01:130839642-130845434	0.742560689115114	OG0000983	6
Ha412HOChr01:130906868-130908734	0.742528060558601	OG0020113	4
Ha412HOChr01:130947606-130949605	0.742495432002088	OG0007552	3
Ha412HOChr01:130953802-130960642	0.742462803445576	OG0003723	2
Ha412HOChr01:131015419-131019825	0.766216392586792	OG0012159	1
Ha412HOChr01:131029981-131033087	0.766183764030279	OG0013351	1
Ha412HOChr01:131050093-131050386	0.766151135473767	OG0026952	2
Ha412HOChr01:131083814-131084533	0.766118506917254	OG0026952	2
Ha412HOChr01:131088921-131094196	0.766085878360741	OG0022554	3
Ha412HOChr01:131188949-131191827	0.766053249804229	OG0026953	2
Ha412HOChr01:131276507-131281651	0.766020621247716	OG0022555	3
Ha412HOChr01:131339244-131345135	0.765987992691203	OG0000874	6
Ha412HOChr01:131429583-131432741	0.765955364134691	OG0005288	3
Ha412HOChr01:131435643-131447125	0.765922735578178	OG0003195	5
Ha412HOChr01:131528430-131542667	0.765890107021665	OG0001808	3
Ha412HOChr01:131541926-131544841	0.765857478465153	OG0009068	2
Ha412HOChr01:131595237-131600517	0.76582484990864	OG0001518	6
Ha412HOChr01:131605502-131607061	0.765792221352127	OG0019778	1
Ha412HOChr01:131658984-131668446	0.765759592795615	OG0014453	2
Ha412HOChr01:131708278-131709988	0.765726964239102	OG0002944	1
Ha412HOChr01:131717906-131724362	0.765694335682589	OG0009933	2
Ha412HOChr01:131732491-131741464	0.765661707126077	OG0002315	5
Ha412HOChr01:131757307-131759881	0.765629078569564	OG0002315	5
Ha412HOChr01:131760789-131762725	0.765596450013051	OG0002315	5
Ha412HOChr01:131781934-131788039	0.765563821456539	OG0002315	5
Ha412HOChr01:131828890-131831050	0.765531192900026	OG0001307	5
Ha412HOChr01:131886657-131893236	0.765498564343513	OG0005016	9
Ha412HOChr01:131887001-131888109	0.765465935787001	OG0022556	3
Ha412HOChr01:131935010-131939308	0.765433307230488	OG0000046	7
Ha412HOChr01:132158260-132172184	0.785238841033673	OG0000818	7
Ha412HOChr01:132173464-132176142	0.78520621247716	OG0002902	3
Ha412HOChr01:132629208-132645698	0.785173583920647	OG0002614	2
Ha412HOChr01:132663677-132667241	0.785140955364135	OG0010820	1
Ha412HOChr01:132676725-132680466	0.785108326807622	OG0011030	1
Ha412HOChr01:132681580-132690087	0.785075698251109	OG0000392	7
Ha412HOChr01:132738792-132739118	0.785043069694597	OG0000131	8
Ha412HOChr01:132747165-132747719	0.785010441138084	OG0000131	8
Ha412HOChr01:132797214-132797792	0.784977812581571	OG0000131	8
Ha412HOChr01:132820636-132821541	0.784945184025059	OG0000131	8
Ha412HOChr01:132907579-132913373	0.784912555468546	OG0005070	2
Ha412HOChr01:133007870-133009136	0.809188201513965	OG0024397	1
Ha412HOChr01:133352763-133356472	0.809155572957452	OG0006966	3
Ha412HOChr01:133368929-133372737	0.80912294440094	OG0008042	2
Ha412HOChr01:133472290-133475051	0.809090315844427	OG0001311	6
Ha412HOChr01:133559442-133562855	0.809057687287914	OG0014034	2
Ha412HOChr01:133617947-133625892	0.809025058731402	OG0002556	4
Ha412HOChr01:133762937-133767367	0.808992430174889	OG0013031	1
Ha412HOChr01:133898434-133900841	0.808959801618376	OG0004990	2
Ha412HOChr01:133945751-133948546	0.808927173061864	OG0002904	4
Ha412HOChr01:134035041-134039718	0.834442704254764	OG0000459	4
Ha412HOChr01:134076508-134079040	0.834410075698251	OG0026954	2
Ha412HOChr01:134122118-134122834	0.834377447141738	OG0003833	3
Ha412HOChr01:134147694-134156755	0.834344818585226	OG0000739	7
Ha412HOChr01:134154170-134156758	0.834312190028713	OG0001304	4
Ha412HOChr01:134205838-134208930	0.834279561472201	OG0005294	2
Ha412HOChr01:134209461-134221129	0.834246932915688	OG0009106	1
Ha412HOChr01:134225242-134228945	0.834214304359175	OG0012142	1
Ha412HOChr01:134299405-134305952	0.834181675802662	OG0005504	2
Ha412HOChr01:134320702-134324656	0.83414904724615	OG0009602	2
Ha412HOChr01:134325890-134333157	0.834116418689637	OG0011371	1
Ha412HOChr01:134398554-134403144	0.834083790133125	OG0003905	3
Ha412HOChr01:13445016-13447925	0.20768076220308	OG0004622	1
Ha412HOChr01:134472530-134473258	0.834051161576612	OG0016599	6
Ha412HOChr01:13448777-13450105	0.207648133646567	OG0010625	1
Ha412HOChr01:134609450-134610875	0.834018533020099	OG0016599	6
Ha412HOChr01:134614059-134617695	0.833985904463587	OG0012050	1
Ha412HOChr01:134625218-134630173	0.833953275907074	OG0006678	1
Ha412HOChr01:134628909-134630309	0.833920647350561	OG0002576	5
Ha412HOChr01:134701453-134708282	0.833888018794049	OG0001008	3
Ha412HOChr01:134764583-134768321	0.833855390237536	OG0004441	3
Ha412HOChr01:13482287-13487743	0.207615505090055	OG0012793	2
Ha412HOChr01:134837014-134842323	0.833822761681023	OG0000889	6
Ha412HOChr01:13488432-13493665	0.207582876533542	OG0001353	4
Ha412HOChr01:134921207-134924066	0.833790133124511	OG0022557	1
Ha412HOChr01:134968634-134978196	0.833757504567998	OG0007471	1
Ha412HOChr01:134978610-134984321	0.833724876011485	OG0014491	2
Ha412HOChr01:135113469-135120551	0.849843382928739	OG0002390	2
Ha412HOChr01:13511735-13519333	0.20755024797703	OG0001343	3
Ha412HOChr01:135205641-135208690	0.849810754372227	OG0001962	7
Ha412HOChr01:135227928-135236725	0.849778125815714	OG0004913	2
Ha412HOChr01:13523361-13526682	0.207517619420517	OG0001524	4
Ha412HOChr01:135250737-135259779	0.849745497259201	OG0007411	2
Ha412HOChr01:135250955-135253582	0.849712868702689	OG0006330	4
Ha412HOChr01:13530314-13541751	0.207484990864004	OG0001089	5
Ha412HOChr01:1353184-1357018	0.222363612633777	OG0006204	1
Ha412HOChr01:135324009-135328382	0.849680240146176	OG0026955	2
Ha412HOChr01:135353798-135357382	0.849647611589663	OG0026956	2
Ha412HOChr01:135358629-135366081	0.849614983033151	OG0003217	2
Ha412HOChr01:135517223-135520290	0.849582354476638	OG0003747	3
Ha412HOChr01:135525801-135526983	0.849549725920125	OG0022558	3
Ha412HOChr01:1356602-1359156	0.222330984077264	OG0004988	1
Ha412HOChr01:135748617-135748850	0.849517097363613	OG0026957	2
Ha412HOChr01:13575184-13578065	0.207452362307492	OG0015578	2
Ha412HOChr01:135760201-135761379	0.8494844688071	OG0022558	3
Ha412HOChr01:135767160-135769323	0.849451840250587	OG0026925	2
Ha412HOChr01:135776678-135779763	0.849419211694075	OG0000628	9
Ha412HOChr01:13579738-13581229	0.207419733750979	OG0022530	3
Ha412HOChr01:135840997-135843968	0.849386583137562	OG0000628	9
Ha412HOChr01:135990927-135996480	0.849353954581049	OG0000628	9
Ha412HOChr01:136117865-136128062	0.871084573218481	OG0004915	1
Ha412HOChr01:136132721-136134550	0.871051944661968	OG0013338	1
Ha412HOChr01:136135343-136139096	0.871019316105455	OG0007005	1
Ha412HOChr01:136183082-136183817	0.870986687548943	OG0006590	2
Ha412HOChr01:136186025-136189363	0.87095405899243	OG0002545	3
Ha412HOChr01:136210273-136214094	0.870921430435918	OG0012721	1
Ha412HOChr01:136241950-136247537	0.870888801879405	OG0002812	2
Ha412HOChr01:136318173-136322739	0.870856173322892	OG0002042	3
Ha412HOChr01:136339307-136352561	0.87082354476638	OG0009283	1
Ha412HOChr01:1363718-1367055	0.222298355520752	OG0004644	3
Ha412HOChr01:136394561-136403643	0.870790916209867	OG0007303	2
Ha412HOChr01:136469586-136477710	0.870758287653354	OG0004267	4
