Orthogroup	occurrences
OG0004511	3
OG0004512	7
OG0004513	5
OG0004514	6
OG0004515	5
OG0004516	6
OG0004517	5
OG0004518	6
OG0004519	8
OG0004520	5
OG0004521	5
OG0004522	5
OG0004523	8
OG0004524	7
OG0004525	6
OG0004526	7
OG0004527	7
OG0004528	5
OG0004529	5
OG0004530	5
OG0004531	7
OG0004532	6
OG0004533	6
OG0004534	6
OG0004535	6
OG0004536	6
OG0004537	6
OG0004538	6
OG0004539	6
OG0004540	6
OG0004541	6
OG0004542	4
OG0004543	6
OG0004544	3
OG0004545	3
OG0004546	4
OG0004547	5
OG0004548	6
OG0004549	5
OG0004550	5
OG0004551	4
OG0004552	4
OG0004553	4
OG0004554	4
OG0004555	6
OG0004556	5
OG0004557	8
OG0004558	4
OG0004559	6
OG0004560	6
OG0004561	7
OG0004562	5
OG0004563	6
OG0004564	8
OG0004565	9
OG0004566	18
OG0004567	6
OG0004568	5
OG0004569	5
OG0004570	5
OG0004571	5
OG0004572	5
OG0004573	6
OG0004574	4
OG0004575	6
OG0004576	5
OG0004577	5
OG0004578	6
OG0004579	5
OG0004580	6
OG0004581	7
OG0004582	7
OG0004583	6
OG0004584	5
OG0004585	5
OG0004586	6
OG0004587	5
OG0004588	6
OG0004589	8
OG0004590	7
OG0004591	8
OG0004592	5
OG0004593	8
OG0004594	9
OG0004595	3
OG0004596	9
OG0004597	5
OG0004598	5
OG0004599	5
OG0004600	5
OG0004601	5
OG0004602	7
OG0004603	6
OG0004604	5
OG0004605	7
OG0004606	7
OG0004607	7
OG0004608	7
OG0004609	6
OG0004610	7
OG0004611	5
OG0004612	5
OG0004613	4
OG0004614	8
OG0004615	6
OG0004616	8
OG0004617	6
OG0004618	8
OG0004619	7
OG0004620	5
OG0004621	7
OG0004622	9
OG0004623	6
OG0004624	5
OG0004625	7
OG0004626	5
OG0004627	6
OG0004628	7
OG0004629	6
OG0004630	4
OG0004631	8
OG0004632	4
OG0004633	5
OG0004634	4
OG0004635	6
OG0004636	6
OG0004637	5
OG0004638	8
OG0004639	4
OG0004640	6
OG0004641	7
OG0004642	6
OG0004643	5
OG0004644	8
OG0004645	5
OG0004646	5
OG0004647	7
OG0004648	6
OG0004649	6
OG0004650	5
OG0004651	4
OG0004652	6
OG0004653	5
OG0004654	7
OG0004655	6
OG0004656	5
OG0004657	6
OG0004658	8
OG0004659	6
OG0004660	4
OG0004661	8
OG0004662	5
OG0004663	6
OG0004664	7
OG0004665	5
OG0004666	10
OG0004667	8
OG0004668	5
OG0004669	5
OG0004670	6
OG0004671	6
OG0004672	4
OG0004673	8
OG0004674	3
OG0004675	6
OG0004676	5
OG0004677	5
OG0004678	6
OG0004679	8
OG0004680	9
OG0004681	9
OG0004682	8
OG0004683	7
OG0004684	6
OG0004685	9
OG0004686	9
OG0004687	7
OG0004688	6
OG0004689	5
OG0004690	8
OG0004691	6
OG0004692	7
OG0004693	5
OG0004694	6
OG0004695	9
OG0004696	5
OG0004697	8
OG0004698	5
OG0004699	9
OG0004700	6
OG0004701	3
OG0004702	5
OG0004703	5
OG0004704	8
OG0004705	4
OG0004706	7
OG0004707	6
OG0004708	5
OG0004709	7
OG0004710	8
OG0004711	11
OG0004712	8
OG0004713	4
OG0004714	6
OG0004715	7
OG0004716	6
OG0004717	8
OG0004718	6
OG0004719	6
OG0004720	8
OG0004721	6
OG0004722	6
OG0004723	7
OG0004724	8
OG0004725	3
OG0004726	6
OG0004727	8
OG0004728	8
OG0004729	8
OG0004730	7
OG0004731	6
OG0004732	8
OG0004733	7
OG0004734	7
OG0004735	6
OG0004736	5
OG0004737	5
OG0004738	5
OG0004739	4
OG0004740	6
OG0004741	8
OG0004742	7
OG0004743	5
OG0004744	8
OG0004745	8
OG0004746	4
OG0004747	10
OG0004748	11
OG0004749	5
OG0004750	10
OG0004751	17
OG0004752	10
OG0004753	13
OG0004754	4
OG0004755	12
OG0004756	12
OG0004757	18
OG0004758	12
OG0004759	17
OG0004760	12
OG0004761	6
OG0004762	20
OG0004763	20
OG0004764	15
OG0004765	11
OG0004766	9
OG0004767	8
OG0004768	12
OG0004769	10
OG0004770	16
OG0004771	15
OG0004772	19
OG0004773	17
OG0004774	11
OG0004775	19
OG0004776	20
OG0004777	20
OG0004778	20
OG0004779	20
OG0004780	18
OG0004781	20
OG0004782	20
OG0004783	20
OG0004784	20
OG0004785	20
OG0004786	20
OG0004787	20
OG0004788	20
OG0004789	20
OG0004790	17
OG0004791	20
OG0004792	8
OG0004793	15
OG0004794	4
OG0004795	13
OG0004796	6
OG0004797	4
OG0004798	5
OG0004799	8
OG0004800	3
OG0004801	17
OG0004802	5
OG0004803	7
OG0004804	6
OG0004805	4
OG0004806	6
OG0004807	4
OG0004808	4
OG0004809	7
OG0004810	7
OG0004811	11
OG0004812	5
OG0004813	4
OG0004814	6
OG0004815	5
OG0004816	18
OG0004817	9
OG0004818	7
OG0004819	3
OG0004820	14
OG0004821	6
OG0004822	5
OG0004823	6
OG0004824	5
OG0004825	9
OG0004826	4
OG0004827	6
OG0004828	5
OG0004829	7
OG0004830	4
OG0004831	4
OG0004832	4
OG0004833	4
OG0004834	5
OG0004835	5
OG0004836	4
OG0004837	4
OG0004838	4
OG0004839	7
OG0004840	4
OG0004841	3
OG0004842	2
OG0004843	6
OG0004844	7
OG0004845	11
OG0004846	4
OG0004847	5
OG0004848	9
OG0004849	5
OG0004850	4
OG0004851	5
OG0004852	7
OG0004853	7
OG0004854	7
OG0004855	4
OG0004856	7
OG0004857	7
OG0004858	5
OG0004859	7
OG0004860	4
OG0004861	7
OG0004862	6
OG0004863	3
OG0004864	4
OG0004865	5
OG0004866	4
OG0004867	4
OG0004868	7
OG0004869	5
OG0004870	5
OG0004871	3
OG0004872	5
OG0004873	7
OG0004874	5
OG0004875	4
OG0004876	7
OG0004877	3
OG0004878	7
OG0004879	6
OG0004880	4
OG0004881	10
OG0004882	7
OG0004883	4
OG0004884	5
OG0004885	4
OG0004886	4
OG0004887	4
OG0004888	5
OG0004889	7
OG0004890	6
OG0004891	5
OG0004892	5
OG0004893	5
OG0004894	4
OG0004895	7
OG0004896	5
OG0004897	6
OG0004898	5
OG0004899	4
OG0004900	5
OG0004901	7
OG0004902	4
OG0004903	7
OG0004904	4
OG0004905	3
OG0004906	4
OG0004907	2
OG0004908	7
OG0004909	7
OG0004910	9
OG0004911	5
OG0004912	5
OG0004913	6
OG0004914	5
OG0004915	4
OG0004916	5
OG0004917	4
OG0004918	5
OG0004919	3
OG0004920	4
OG0004921	7
OG0004922	4
OG0004923	7
OG0004924	5
OG0004925	14
OG0004926	4
OG0004927	12
OG0004928	5
OG0004929	4
OG0004930	7
OG0004931	4
OG0004932	6
OG0004933	6
OG0004934	7
OG0004935	5
OG0004936	8
OG0004937	2
OG0004938	4
OG0004939	17
OG0004940	5
OG0004941	5
OG0004942	5
OG0004943	5
OG0004944	4
OG0004945	7
OG0004946	4
OG0004947	5
OG0004948	4
OG0004949	4
OG0004950	6
OG0004951	5
OG0004952	16
OG0004953	5
OG0004954	4
OG0004955	10
OG0004956	4
OG0004957	6
OG0004958	7
OG0004959	2
OG0004960	5
OG0004961	6
OG0004962	7
OG0004963	5
OG0004964	4
OG0004965	5
OG0004966	4
OG0004967	4
OG0004968	6
OG0004969	4
OG0004970	4
OG0004971	5
OG0004972	6
OG0004973	4
OG0004974	4
OG0004975	5
OG0004976	3
OG0004977	4
OG0004978	5
OG0004979	5
OG0004980	4
OG0004981	4
OG0004982	4
OG0004983	4
OG0004984	5
OG0004985	7
OG0004986	4
OG0004987	7
OG0004988	7
OG0004989	5
OG0004990	4
OG0004991	4
OG0004992	5
OG0004993	5
OG0004994	6
OG0004995	3
OG0004996	6
OG0004997	5
OG0004998	5
OG0004999	7
OG0005000	4
OG0005001	4
OG0005002	8
OG0005003	3
OG0005004	5
OG0005005	5
OG0005006	4
OG0005007	7
OG0005008	5
OG0005009	6
OG0005010	7
OG0005011	5
OG0005012	8
OG0005013	4
OG0005014	8
OG0005015	5
OG0005016	10
OG0005017	6
OG0005018	5
OG0005019	4
OG0005020	6
OG0005021	2
OG0005022	4
OG0005023	4
OG0005024	7
OG0005025	3
OG0005026	5
OG0005027	7
OG0005028	8
OG0005029	5
OG0005030	11
OG0005031	5
OG0005032	4
OG0005033	7
OG0005034	6
OG0005035	5
OG0005036	5
OG0005037	6
OG0005038	5
OG0005039	5
OG0005040	4
OG0005041	5
OG0005042	4
OG0005043	5
OG0005044	6
OG0005045	4
OG0005046	2
OG0005047	5
OG0005048	7
OG0005049	4
OG0005050	3
OG0005051	5
OG0005052	7
OG0005053	5
OG0005054	4
OG0005055	6
OG0005056	6
OG0005057	7
OG0005058	7
OG0005059	4
OG0005060	4
OG0005061	6
OG0005062	4
OG0005063	8
OG0005064	7
OG0005065	5
OG0005066	3
OG0005067	5
OG0005068	6
OG0005069	6
OG0005070	6
OG0005071	8
OG0005072	4
OG0005073	6
OG0005074	4
OG0005075	5
OG0005076	8
OG0005077	5
OG0005078	5
OG0005079	7
OG0005080	4
OG0005081	5
OG0005082	6
OG0005083	7
OG0005084	5
OG0005085	5
OG0005086	6
OG0005087	6
OG0005088	4
OG0005089	8
OG0005090	7
OG0005091	6
OG0005092	4
OG0005093	6
OG0005094	7
OG0005095	5
OG0005096	8
OG0005097	7
OG0005098	4
OG0005099	6
OG0005100	6
OG0005101	6
OG0005102	5
OG0005103	5
OG0005104	4
OG0005105	5
OG0005106	5
OG0005107	5
OG0005108	6
OG0005109	7
OG0005110	8
OG0005111	4
OG0005112	4
OG0005113	4
OG0005114	4
OG0005115	4
OG0005116	5
OG0005117	5
OG0005118	5
OG0005119	5
OG0005120	7
OG0005121	5
OG0005122	4
OG0005123	8
OG0005124	4
OG0005125	5
OG0005126	5
OG0005127	7
OG0005128	5
OG0005129	2
OG0005130	7
OG0005131	5
OG0005132	4
OG0005133	5
OG0005134	4
OG0005135	8
OG0005136	5
OG0005137	5
OG0005138	7
OG0005139	8
OG0005140	5
OG0005141	6
OG0005142	4
OG0005143	7
OG0005144	5
OG0005145	6
OG0005146	4
OG0005147	6
OG0005148	8
OG0005149	6
OG0005150	5
OG0005151	6
OG0005152	5
OG0005153	6
OG0005154	5
OG0005155	3
OG0005156	6
OG0005157	4
OG0005158	7
OG0005159	7
OG0005160	5
OG0005161	5
OG0005162	5
OG0005163	4
OG0005164	4
OG0005165	6
OG0005166	5
OG0005167	4
OG0005168	8
OG0005169	5
OG0005170	6
OG0005171	4
OG0005172	7
OG0005173	3
OG0005174	6
OG0005175	4
OG0005176	4
OG0005177	6
OG0005178	4
OG0005179	7
OG0005180	6
OG0005181	8
OG0005182	7
OG0005183	8
OG0005184	5
OG0005185	5
OG0005186	6
OG0005187	5
OG0005188	5
OG0005189	7
OG0005190	8
OG0005191	8
OG0005192	6
OG0005193	8
OG0005194	4
OG0005195	6
OG0005196	8
OG0005197	6
OG0005198	4
OG0005199	7
OG0005200	8
OG0005201	6
OG0005202	8
OG0005203	7
OG0005204	6
OG0005205	8
OG0005206	5
OG0005207	5
OG0005208	7
OG0005209	8
OG0005210	6
OG0005211	3
OG0005212	4
OG0005213	6
OG0005214	7
OG0005215	5
OG0005216	6
OG0005217	8
OG0005218	14
OG0005219	4
OG0005220	9
OG0005221	7
OG0005222	18
OG0005223	19
OG0005224	19
OG0005225	11
OG0005226	19
OG0005227	8
OG0005228	13
OG0005229	14
OG0005230	13
OG0005231	18
OG0005232	18
OG0005233	18
OG0005234	19
OG0005235	18
OG0005236	18
OG0005237	17
OG0005238	19
OG0005239	16
OG0005240	19
OG0005241	19
OG0005242	19
OG0005243	19
OG0005244	19
OG0005245	16
OG0005246	11
OG0005247	12
OG0005248	19
OG0005249	19
OG0005250	19
OG0005251	18
OG0005252	19
OG0005253	19
OG0005254	19
OG0005255	19
OG0005256	19
OG0005257	19
OG0005258	19
OG0005259	19
OG0005260	19
OG0005261	19
OG0005262	19
OG0005263	19
OG0005264	19
OG0005265	17
OG0005266	19
OG0005267	3
OG0005268	5
OG0005269	12
OG0005270	5
OG0005271	5
OG0005272	6
OG0005273	7
OG0005274	6
OG0005275	3
OG0005276	7
OG0005277	6
OG0005278	7
OG0005279	4
OG0005280	9
OG0005281	4
OG0005282	5
OG0005283	5
OG0005284	7
OG0005285	6
OG0005286	4
OG0005287	6
OG0005288	6
OG0005289	6
OG0005290	5
OG0005291	3
OG0005292	6
OG0005293	6
OG0005294	5
OG0005295	6
OG0005296	3
OG0005297	4
OG0005298	4
OG0005299	4
OG0005300	17
OG0005301	4
OG0005302	5
OG0005303	5
OG0005304	4
OG0005305	4
OG0005306	6
OG0005307	5
OG0005308	6
OG0005309	6
OG0005310	7
OG0005311	4
OG0005312	7
OG0005313	4
OG0005314	7
OG0005315	5
OG0005316	5
OG0005317	6
OG0005318	6
OG0005319	3
OG0005320	5
OG0005321	3
OG0005322	5
OG0005323	7
OG0005324	6
OG0005325	4
OG0005326	5
OG0005327	6
OG0005328	4
OG0005329	7
OG0005330	4
OG0005331	5
OG0005332	3
OG0005333	5
OG0005334	16
OG0005335	4
OG0005336	6
OG0005337	6
OG0005338	4
OG0005339	3
OG0005340	6
OG0005341	4
OG0005342	5
OG0005343	6
OG0005344	4
OG0005345	5
OG0005346	3
OG0005347	7
OG0005348	7
OG0005349	4
OG0005350	4
OG0005351	6
OG0005352	5
OG0005353	5
OG0005354	8
OG0005355	9
OG0005356	5
OG0005357	5
OG0005358	7
OG0005359	6
OG0005360	4
OG0005361	6
OG0005362	6
OG0005363	5
OG0005364	5
OG0005365	11
OG0005366	3
OG0005367	5
OG0005368	6
OG0005369	4
OG0005370	11
OG0005371	5
OG0005372	4
OG0005373	7
OG0005374	4
OG0005375	6
OG0005376	4
OG0005377	4
OG0005378	7
OG0005379	6
OG0005380	4
OG0005381	3
OG0005382	3
OG0005383	4
OG0005384	3
OG0005385	4
OG0005386	6
OG0005387	5
OG0005388	5
OG0005389	4
OG0005390	4
OG0005391	3
OG0005392	6
OG0005393	9
OG0005394	5
OG0005395	6
OG0005396	7
OG0005397	6
OG0005398	5
OG0005399	4
OG0005400	6
OG0005401	2
OG0005402	6
OG0005403	3
OG0005404	4
OG0005405	4
OG0005406	3
OG0005407	6
OG0005408	12
OG0005409	3
OG0005410	3
OG0005411	6
OG0005412	5
OG0005413	3
OG0005414	4
OG0005415	4
OG0005416	5
OG0005417	10
OG0005418	5
OG0005419	3
OG0005420	5
OG0005421	3
OG0005422	4
OG0005423	5
OG0005424	6
OG0005425	5
OG0005426	6
OG0005427	7
OG0005428	6
OG0005429	6
OG0005430	4
OG0005431	2
OG0005432	3
OG0005433	5
OG0005434	9
OG0005435	3
OG0005436	6
OG0005437	7
OG0005438	6
OG0005439	5
OG0005440	2
OG0005441	5
OG0005442	4
OG0005443	3
OG0005444	3
OG0005445	5
OG0005446	6
OG0005447	7
OG0005448	4
OG0005449	6
OG0005450	4
OG0005451	6
OG0005452	5
OG0005453	4
OG0005454	4
OG0005455	4
OG0005456	7
OG0005457	4
OG0005458	4
OG0005459	4
OG0005460	4
OG0005461	4
OG0005462	3
OG0005463	6
OG0005464	3
OG0005465	8
OG0005466	7
OG0005467	4
OG0005468	4
OG0005469	4
OG0005470	5
OG0005471	3
OG0005472	3
OG0005473	3
OG0005474	3
OG0005475	6
OG0005476	4
OG0005477	5
OG0005478	1
OG0005479	5
OG0005480	6
OG0005481	5
OG0005482	7
OG0005483	4
OG0005484	7
OG0005485	3
OG0005486	7
OG0005487	6
OG0005488	4
OG0005489	5
OG0005490	5
OG0005491	6
OG0005492	5
OG0005493	5
OG0005494	4
OG0005495	4
OG0005496	6
OG0005497	5
OG0005498	6
OG0005499	4
OG0005500	4
OG0005501	2
OG0005502	6
OG0005503	7
OG0005504	3
OG0005505	6
OG0005506	7
OG0005507	6
OG0005508	4
OG0005509	4
OG0005510	4
OG0005511	5
OG0005512	8
OG0005513	6
OG0005514	6
OG0005515	8
OG0005516	5
OG0005517	7
OG0005518	3
OG0005519	4
OG0005520	6
OG0005521	6
OG0005522	4
OG0005523	6
OG0005524	5
OG0005525	8
OG0005526	5
OG0005527	3
OG0005528	6
OG0005529	2
OG0005530	6
OG0005531	4
OG0005532	5
OG0005533	5
OG0005534	4
OG0005535	5
OG0005536	6
OG0005537	7
OG0005538	2
OG0005539	6
OG0005540	6
OG0005541	3
OG0005542	4
OG0005543	4
OG0005544	3
OG0005545	7
OG0005546	5
OG0005547	8
OG0005548	4
OG0005549	3
OG0005550	4
OG0005551	3
OG0005552	5
OG0005553	3
OG0005554	3
OG0005555	3
OG0005556	5
OG0005557	6
OG0005558	4
OG0005559	4
OG0005560	4
OG0005561	3
OG0005562	5
OG0005563	3
OG0005564	8
OG0005565	3
OG0005566	4
OG0005567	5
OG0005568	4
OG0005569	5
OG0005570	4
OG0005571	4
OG0005572	5
OG0005573	3
OG0005574	7
OG0005575	3
OG0005576	4
OG0005577	3
OG0005578	3
OG0005579	4
OG0005580	7
OG0005581	2
OG0005582	6
OG0005583	5
OG0005584	6
OG0005585	5
OG0005586	7
OG0005587	3
OG0005588	3
OG0005589	3
OG0005590	5
OG0005591	3
OG0005592	7
OG0005593	7
OG0005594	5
OG0005595	5
OG0005596	6
OG0005597	5
OG0005598	3
OG0005599	6
OG0005600	4
OG0005601	5
OG0005602	7
OG0005603	3
OG0005604	6
OG0005605	5
OG0005606	4
OG0005607	4
OG0005608	4
OG0005609	6
OG0005610	5
OG0005611	5
OG0005612	3
OG0005613	5
OG0005614	4
OG0005615	3
OG0005616	4
OG0005617	5
OG0005618	3
OG0005619	9
OG0005620	6
OG0005621	7
OG0005622	6
OG0005623	6
OG0005624	4
OG0005625	5
OG0005626	7
OG0005627	6
OG0005628	6
OG0005629	4
OG0005630	7
OG0005631	4
OG0005632	4
OG0005633	5
OG0005634	5
OG0005635	3
OG0005636	6
OG0005637	4
OG0005638	3
OG0005639	7
OG0005640	4
OG0005641	5
OG0005642	3
OG0005643	6
OG0005644	6
OG0005645	4
OG0005646	5
OG0005647	4
OG0005648	4
OG0005649	6
OG0005650	3
OG0005651	4
OG0005652	5
OG0005653	6
OG0005654	3
OG0005655	7
OG0005656	1
OG0005657	4
OG0005658	6
OG0005659	5
OG0005660	5
OG0005661	3
OG0005662	6
OG0005663	5
OG0005664	6
OG0005665	6
OG0005666	3
OG0005667	3
OG0005668	4
OG0005669	6
OG0005670	6
OG0005671	5
OG0005672	6
OG0005673	7
OG0005674	6
OG0005675	4
OG0005676	3
OG0005677	4
OG0005678	6
OG0005679	4
OG0005680	6
OG0005681	5
OG0005682	4
OG0005683	6
OG0005684	7
OG0005685	10
OG0005686	7
OG0005687	6
OG0005688	4
OG0005689	6
OG0005690	6
OG0005691	4
OG0005692	9
OG0005693	4
OG0005694	6
OG0005695	6
OG0005696	5
OG0005697	4
OG0005698	6
OG0005699	6
OG0005700	4
OG0005701	3
OG0005702	4
OG0005703	7
OG0005704	7
OG0005705	5
OG0005706	7
OG0005707	3
OG0005708	8
OG0005709	6
OG0005710	6
OG0005711	4
OG0005712	4
OG0005713	6
OG0005714	6
OG0005715	6
OG0005716	6
OG0005717	6
OG0005718	3
OG0005719	5
OG0005720	5
OG0005721	6
OG0005722	5
OG0005723	6
OG0005724	6
OG0005725	4
OG0005726	5
OG0005727	9
OG0005728	4
OG0005729	6
OG0005730	5
OG0005731	6
OG0005732	4
OG0005733	3
OG0005734	6
OG0005735	4
OG0005736	7
OG0005737	5
OG0005738	6
OG0005739	6
OG0005740	7
OG0005741	4
OG0005742	5
OG0005743	7
OG0005744	3
OG0005745	6
OG0005746	3
OG0005747	6
OG0005748	5
OG0005749	7
OG0005750	6
OG0005751	4
OG0005752	6
OG0005753	4
OG0005754	4
OG0005755	6
OG0005756	5
OG0005757	3
OG0005758	7
OG0005759	4
OG0005760	7
OG0005761	6
OG0005762	5
OG0005763	6
OG0005764	6
OG0005765	8
OG0005766	6
OG0005767	6
OG0005768	6
OG0005769	7
OG0005770	3
OG0005771	5
OG0005772	6
OG0005773	6
OG0005774	4
OG0005775	6
OG0005776	6
OG0005777	6
OG0005778	10
OG0005779	8
OG0005780	6
OG0005781	9
OG0005782	6
OG0005783	4
OG0005784	7
OG0005785	7
OG0005786	7
OG0005787	14
OG0005788	7
OG0005789	18
OG0005790	18
OG0005791	15
OG0005792	7
OG0005793	9
OG0005794	17
OG0005795	5
OG0005796	12
OG0005797	16
OG0005798	15
OG0005799	12
OG0005800	7
OG0005801	16
OG0005802	16
OG0005803	17
OG0005804	18
OG0005805	18
OG0005806	17
OG0005807	18
OG0005808	18
OG0005809	18
OG0005810	16
OG0005811	18
OG0005812	18
OG0005813	18
OG0005814	18
OG0005815	18
OG0005816	18
OG0005817	17
OG0005818	17
OG0005819	18
OG0005820	18
OG0005821	18
OG0005822	18
OG0005823	18
OG0005824	18
OG0005825	18
OG0005826	18
OG0005827	18
OG0005828	18
OG0005829	18
OG0005830	18
OG0005831	17
OG0005832	18
OG0005833	18
OG0005834	18
OG0005835	18
OG0005836	17
OG0005837	18
OG0005838	18
OG0005839	18
OG0005840	18
OG0005841	16
OG0005842	18
OG0005843	13
OG0005844	15
OG0005845	17
OG0005846	16
OG0005847	13
OG0005848	18
OG0005849	17
OG0005850	6
OG0005851	5
OG0005852	4
OG0005853	3
OG0005854	3
OG0005855	2
OG0005856	3
OG0005857	7
OG0005858	4
OG0005859	2
OG0005860	6
OG0005861	4
OG0005862	5
OG0005863	3
OG0005864	6
OG0005865	5
OG0005866	6
OG0005867	6
OG0005868	17
OG0005869	3
OG0005870	5
OG0005871	4
OG0005872	5
OG0005873	2
OG0005874	6
OG0005875	3
OG0005876	4
OG0005877	2
OG0005878	3
OG0005879	2
OG0005880	2
OG0005881	3
OG0005882	5
OG0005883	3
OG0005884	4
OG0005885	3
OG0005886	6
OG0005887	4
OG0005888	5
OG0005889	3
OG0005890	2
OG0005891	5
OG0005892	3
OG0005893	5
OG0005894	3
OG0005895	4
OG0005896	5
OG0005897	3
OG0005898	6
OG0005899	4
OG0005900	5
OG0005901	5
OG0005902	5
OG0005903	3
OG0005904	3
OG0005905	4
OG0005906	5
OG0005907	4
OG0005908	2
OG0005909	3
OG0005910	5
OG0005911	4
OG0005912	3
OG0005913	5
OG0005914	4
OG0005915	3
OG0005916	5
OG0005917	2
OG0005918	6
OG0005919	6
OG0005920	3
OG0005921	6
OG0005922	9
OG0005923	6
OG0005924	2
OG0005925	2
OG0005926	3
OG0005927	6
OG0005928	5
OG0005929	3
OG0005930	4
OG0005931	2
OG0005932	5
OG0005933	6
OG0005934	11
OG0005935	4
OG0005936	3
OG0005937	5
OG0005938	4
OG0005939	3
OG0005940	4
OG0005941	4
OG0005942	5
OG0005943	4
OG0005944	5
OG0005945	2
OG0005946	7
OG0005947	12
OG0005948	5
OG0005949	10
OG0005950	3
OG0005951	4
OG0005952	5
OG0005953	7
OG0005954	4
OG0005955	6
OG0005956	3
OG0005957	8
OG0005958	7
OG0005959	4
OG0005960	3
OG0005961	5
OG0005962	3
OG0005963	7
OG0005964	6
OG0005965	3
OG0005966	4
OG0005967	3
OG0005968	5
OG0005969	6
OG0005970	5
OG0005971	2
OG0005972	3
OG0005973	5
OG0005974	5
OG0005975	5
OG0005976	4
OG0005977	5
OG0005978	4
OG0005979	5
OG0005980	5
OG0005981	5
OG0005982	4
OG0005983	5
OG0005984	6
OG0005985	5
OG0005986	7
OG0005987	5
OG0005988	5
OG0005989	5
OG0005990	3
OG0005991	5
OG0005992	4
OG0005993	6
OG0005994	4
OG0005995	3
OG0005996	4
OG0005997	4
OG0005998	5
OG0005999	6
OG0006000	7
OG0006001	3
OG0006002	5
OG0006003	3
OG0006004	5
OG0006005	4
OG0006006	4
OG0006007	2
OG0006008	6
OG0006009	4
OG0006010	5
OG0006011	5
OG0006012	3
OG0006013	4
OG0006014	5
OG0006015	4
OG0006016	5
OG0006017	5
OG0006018	4
OG0006019	4
OG0006020	3
OG0006021	3
OG0006022	5
OG0006023	6
OG0006024	7
OG0006025	7
OG0006026	4
OG0006027	4
OG0006028	2
OG0006029	2
OG0006030	5
OG0006031	3
OG0006032	5
OG0006033	4
OG0006034	4
OG0006035	2
OG0006036	6
OG0006037	5
OG0006038	5
OG0006039	3
OG0006040	2
OG0006041	3
OG0006042	3
OG0006043	3
OG0006044	2
OG0006045	5
OG0006046	4
OG0006047	3
OG0006048	4
OG0006049	5
OG0006050	5
OG0006051	5
OG0006052	5
OG0006053	4
OG0006054	6
OG0006055	5
OG0006056	5
OG0006057	6
OG0006058	5
OG0006059	2
OG0006060	7
OG0006061	6
OG0006062	5
OG0006063	4
OG0006064	4
OG0006065	5
OG0006066	3
OG0006067	5
OG0006068	3
OG0006069	5
OG0006070	5
OG0006071	4
OG0006072	9
OG0006073	5
OG0006074	6
OG0006075	5
OG0006076	3
OG0006077	4
OG0006078	4
OG0006079	7
OG0006080	4
OG0006081	5
OG0006082	3
OG0006083	5
OG0006084	5
OG0006085	3
OG0006086	5
OG0006087	6
OG0006088	6
OG0006089	4
OG0006090	3
OG0006091	4
OG0006092	5
OG0006093	3
OG0006094	6
OG0006095	5
OG0006096	5
OG0006097	6
OG0006098	3
OG0006099	5
OG0006100	5
OG0006101	5
OG0006102	3
OG0006103	5
OG0006104	2
OG0006105	4
OG0006106	3
OG0006107	4
OG0006108	3
OG0006109	5
OG0006110	7
OG0006111	5
OG0006112	7
OG0006113	3
OG0006114	5
OG0006115	5
OG0006116	4
OG0006117	5
OG0006118	4
OG0006119	5
OG0006120	5
OG0006121	4
OG0006122	5
OG0006123	4
OG0006124	7
OG0006125	5
OG0006126	4
OG0006127	5
OG0006128	2
OG0006129	5
OG0006130	6
OG0006131	6
OG0006132	5
OG0006133	2
OG0006134	2
OG0006135	2
OG0006136	5
OG0006137	4
OG0006138	4
OG0006139	5
OG0006140	5
OG0006141	4
OG0006142	5
OG0006143	3
OG0006144	4
OG0006145	5
OG0006146	3
OG0006147	3
OG0006148	5
OG0006149	5
OG0006150	3
OG0006151	6
OG0006152	4
OG0006153	6
OG0006154	5
OG0006155	4
OG0006156	5
OG0006157	4
OG0006158	4
OG0006159	2
OG0006160	3
OG0006161	4
OG0006162	7
OG0006163	5
OG0006164	3
OG0006165	5
OG0006166	5
OG0006167	2
OG0006168	5
OG0006169	3
OG0006170	3
OG0006171	3
OG0006172	3
OG0006173	5
OG0006174	4
OG0006175	3
OG0006176	5
OG0006177	4
OG0006178	13
OG0006179	4
OG0006180	5
OG0006181	3
OG0006182	5
OG0006183	4
OG0006184	5
OG0006185	5
OG0006186	6
OG0006187	5
OG0006188	5
OG0006189	4
OG0006190	6
OG0006191	3
OG0006192	6
OG0006193	6
OG0006194	7
OG0006195	5
OG0006196	5
OG0006197	5
OG0006198	5
OG0006199	4
OG0006200	2
OG0006201	3
OG0006202	6
OG0006203	5
OG0006204	3
OG0006205	2
OG0006206	5
OG0006207	3
OG0006208	3
OG0006209	3
OG0006210	6
OG0006211	6
OG0006212	3
OG0006213	5
OG0006214	7
OG0006215	3
OG0006216	5
OG0006217	5
OG0006218	2
OG0006219	3
OG0006220	4
OG0006221	5
OG0006222	5
OG0006223	7
OG0006224	4
OG0006225	2
OG0006226	3
OG0006227	6
OG0006228	4
OG0006229	5
OG0006230	6
OG0006231	5
OG0006232	7
OG0006233	5
OG0006234	5
OG0006235	3
OG0006236	5
OG0006237	4
OG0006238	5
OG0006239	3
OG0006240	6
OG0006241	4
OG0006242	3
OG0006243	3
OG0006244	5
OG0006245	3
OG0006246	4
OG0006247	3
OG0006248	7
OG0006249	4
OG0006250	4
OG0006251	3
OG0006252	5
OG0006253	5
OG0006254	5
OG0006255	4
OG0006256	5
OG0006257	5
OG0006258	5
