Orthogroup	occurrences
OG0008862	2
OG0008863	3
OG0008864	2
OG0008865	4
OG0008866	3
OG0008867	3
OG0008868	3
OG0008869	2
OG0008870	3
OG0008871	4
OG0008872	3
OG0008873	2
OG0008874	2
OG0008875	3
OG0008876	2
OG0008877	3
OG0008878	2
OG0008879	2
OG0008880	3
OG0008881	5
OG0008882	3
OG0008883	5
OG0008884	3
OG0008885	3
OG0008886	2
OG0008887	2
OG0008888	2
OG0008889	2
OG0008890	3
OG0008891	3
OG0008892	2
OG0008893	3
OG0008894	3
OG0008895	2
OG0008896	2
OG0008897	2
OG0008898	2
OG0008899	2
OG0008900	4
OG0008901	2
OG0008902	2
OG0008903	2
OG0008904	3
OG0008905	2
OG0008906	3
OG0008907	5
OG0008908	3
OG0008909	3
OG0008910	2
OG0008911	2
OG0008912	3
OG0008913	2
OG0008914	2
OG0008915	2
OG0008916	2
OG0008917	4
OG0008918	3
OG0008919	2
OG0008920	3
OG0008921	3
OG0008922	2
OG0008923	3
OG0008924	2
OG0008925	4
OG0008926	3
OG0008927	2
OG0008928	2
OG0008929	2
OG0008930	3
OG0008931	3
OG0008932	1
OG0008933	3
OG0008934	3
OG0008935	2
OG0008936	2
OG0008937	2
OG0008938	3
OG0008939	3
OG0008940	2
OG0008941	3
OG0008942	3
OG0008943	2
OG0008944	3
OG0008945	3
OG0008946	3
OG0008947	3
OG0008948	2
OG0008949	2
OG0008950	2
OG0008951	3
OG0008952	8
OG0008953	7
OG0008954	7
OG0008955	3
OG0008956	3
OG0008957	4
OG0008958	3
OG0008959	11
OG0008960	4
OG0008961	5
OG0008962	4
OG0008963	4
OG0008964	7
OG0008965	4
OG0008966	4
OG0008967	4
OG0008968	5
OG0008969	13
OG0008970	14
OG0008971	13
OG0008972	14
OG0008973	14
OG0008974	14
OG0008975	14
OG0008976	6
OG0008977	7
OG0008978	14
OG0008979	14
OG0008980	6
OG0008981	9
OG0008982	7
OG0008983	11
OG0008984	12
OG0008985	6
OG0008986	6
OG0008987	6
OG0008988	8
OG0008989	11
OG0008990	5
OG0008991	7
OG0008992	13
OG0008993	8
OG0008994	8
OG0008995	12
OG0008996	14
OG0008997	12
OG0008998	9
OG0008999	8
OG0009000	8
OG0009001	7
OG0009002	8
OG0009003	8
OG0009004	14
OG0009005	13
OG0009006	14
OG0009007	14
OG0009008	9
OG0009009	11
OG0009010	14
OG0009011	14
OG0009012	14
OG0009013	13
OG0009014	14
OG0009015	14
OG0009016	14
OG0009017	14
OG0009018	14
OG0009019	14
OG0009020	14
OG0009021	14
OG0009022	14
OG0009023	14
OG0009024	14
OG0009025	14
OG0009026	14
OG0009027	14
OG0009028	14
OG0009029	14
OG0009030	14
OG0009031	13
OG0009032	14
OG0009033	14
OG0009034	14
OG0009035	14
OG0009036	14
OG0009037	12
OG0009038	14
OG0009039	11
OG0009040	11
OG0009041	14
OG0009042	14
OG0009043	14
OG0009044	2
OG0009045	2
OG0009046	12
OG0009047	2
OG0009048	13
OG0009049	1
OG0009050	1
OG0009051	2
OG0009052	2
OG0009053	1
OG0009054	2
OG0009055	4
OG0009056	2
OG0009057	1
OG0009058	2
OG0009059	1
OG0009060	1
OG0009061	3
OG0009062	3
OG0009063	2
OG0009064	3
OG0009065	1
OG0009066	1
OG0009067	1
OG0009068	2
OG0009069	2
OG0009070	2
OG0009071	1
OG0009072	2
OG0009073	13
OG0009074	2
OG0009075	2
OG0009076	3
OG0009077	2
OG0009078	3
OG0009079	2
OG0009080	1
OG0009081	2
OG0009082	2
OG0009083	10
OG0009084	2
OG0009085	1
OG0009086	12
OG0009087	1
OG0009088	9
OG0009089	1
OG0009090	1
OG0009091	1
OG0009092	1
OG0009093	2
OG0009094	2
OG0009095	2
OG0009096	3
OG0009097	3
OG0009098	3
OG0009099	5
OG0009100	1
OG0009101	3
OG0009102	1
OG0009103	3
OG0009104	1
OG0009105	1
OG0009106	2
OG0009107	1
OG0009108	3
OG0009109	2
OG0009110	2
OG0009111	1
OG0009112	3
OG0009113	4
OG0009114	1
OG0009115	4
OG0009116	2
OG0009117	2
OG0009118	2
OG0009119	2
OG0009120	13
OG0009121	2
OG0009122	9
OG0009123	2
OG0009124	2
OG0009125	2
OG0009126	2
OG0009127	1
OG0009128	2
OG0009129	2
OG0009130	2
OG0009131	3
OG0009132	4
OG0009133	1
OG0009134	1
OG0009135	1
OG0009136	2
OG0009137	3
OG0009138	2
OG0009139	1
OG0009140	1
OG0009141	2
OG0009142	2
OG0009143	2
OG0009144	2
OG0009145	2
OG0009146	2
OG0009147	2
OG0009148	1
OG0009149	2
OG0009150	2
OG0009151	1
OG0009152	2
OG0009153	2
OG0009154	1
OG0009155	1
OG0009156	2
OG0009157	5
OG0009158	2
OG0009159	2
OG0009160	1
OG0009161	1
OG0009162	2
OG0009163	2
OG0009164	4
OG0009165	1
OG0009166	3
OG0009167	2
OG0009168	2
OG0009169	2
OG0009170	1
OG0009171	5
OG0009172	2
OG0009173	2
OG0009174	2
OG0009175	2
OG0009176	2
OG0009177	2
OG0009178	2
OG0009179	1
OG0009180	2
OG0009181	1
OG0009182	2
OG0009183	1
OG0009184	3
OG0009185	3
OG0009186	2
OG0009187	2
OG0009188	1
OG0009189	2
OG0009190	4
OG0009191	1
OG0009192	1
OG0009193	2
OG0009194	1
OG0009195	1
OG0009196	2
OG0009197	2
OG0009198	2
OG0009199	2
OG0009200	2
OG0009201	2
OG0009202	2
OG0009203	6
OG0009204	2
OG0009205	2
OG0009206	1
OG0009207	2
OG0009208	2
OG0009209	2
OG0009210	5
OG0009211	2
OG0009212	5
OG0009213	2
OG0009214	3
OG0009215	3
OG0009216	2
OG0009217	1
OG0009218	1
OG0009219	1
OG0009220	1
OG0009221	1
OG0009222	2
OG0009223	10
OG0009224	5
OG0009225	2
OG0009226	3
OG0009227	2
OG0009228	3
OG0009229	1
OG0009230	2
OG0009231	2
OG0009232	1
OG0009233	2
OG0009234	2
OG0009235	1
OG0009236	3
OG0009237	1
OG0009238	2
OG0009239	9
OG0009240	1
OG0009241	1
OG0009242	1
OG0009243	3
OG0009244	3
OG0009245	2
OG0009246	9
OG0009247	2
OG0009248	1
OG0009249	2
OG0009250	1
OG0009251	2
OG0009252	1
OG0009253	2
OG0009254	1
OG0009255	2
OG0009256	1
OG0009257	3
OG0009258	2
OG0009259	2
OG0009260	2
OG0009261	2
OG0009262	2
OG0009263	3
OG0009264	2
OG0009265	3
OG0009266	2
OG0009267	1
OG0009268	1
OG0009269	2
OG0009270	1
OG0009271	1
OG0009272	3
OG0009273	2
OG0009274	4
OG0009275	2
OG0009276	2
OG0009277	5
OG0009278	4
OG0009279	2
OG0009280	2
OG0009281	2
OG0009282	4
OG0009283	1
OG0009284	1
OG0009285	9
OG0009286	2
OG0009287	1
OG0009288	1
OG0009289	2
OG0009290	3
OG0009291	2
OG0009292	1
OG0009293	1
OG0009294	2
OG0009295	1
OG0009296	2
OG0009297	2
OG0009298	2
OG0009299	2
OG0009300	2
OG0009301	2
OG0009302	2
OG0009303	2
OG0009304	3
OG0009306	2
OG0009307	2
OG0009308	3
OG0009309	2
OG0009310	5
OG0009311	2
OG0009312	1
OG0009313	2
OG0009314	4
OG0009315	2
OG0009316	2
OG0009317	2
OG0009318	3
OG0009319	3
OG0009320	2
OG0009321	1
OG0009322	2
OG0009323	2
OG0009324	3
OG0009325	1
OG0009326	1
OG0009327	1
OG0009328	2
OG0009329	2
OG0009330	2
OG0009331	1
OG0009332	2
OG0009333	2
OG0009334	4
OG0009335	2
OG0009336	2
OG0009337	3
OG0009338	7
OG0009339	3
OG0009340	1
OG0009341	2
OG0009342	1
OG0009343	2
OG0009344	1
OG0009345	8
OG0009346	2
OG0009347	2
OG0009348	1
OG0009349	2
OG0009350	3
OG0009351	2
OG0009352	2
OG0009353	2
OG0009354	2
OG0009355	1
OG0009356	2
OG0009357	2
OG0009358	2
OG0009359	4
OG0009360	1
OG0009361	1
OG0009362	2
OG0009363	3
OG0009364	6
OG0009365	2
OG0009366	2
OG0009367	2
OG0009368	1
OG0009369	2
OG0009370	2
OG0009371	1
OG0009372	3
OG0009373	2
OG0009374	1
OG0009375	1
OG0009376	3
OG0009377	2
OG0009378	1
OG0009379	2
OG0009380	1
OG0009381	3
OG0009382	1
OG0009383	2
OG0009384	2
OG0009385	2
OG0009386	3
OG0009387	10
OG0009388	2
OG0009389	2
OG0009390	1
OG0009391	2
OG0009392	2
OG0009393	2
OG0009394	2
OG0009395	5
OG0009396	2
OG0009397	2
OG0009398	3
OG0009399	1
OG0009400	2
OG0009401	2
OG0009402	3
OG0009403	3
OG0009404	1
OG0009405	1
OG0009406	2
OG0009407	1
OG0009408	4
OG0009409	1
OG0009410	2
OG0009411	3
OG0009412	1
OG0009413	2
OG0009414	1
OG0009415	2
OG0009416	1
OG0009417	1
OG0009418	1
OG0009419	2
OG0009420	3
OG0009421	3
OG0009422	2
OG0009423	1
OG0009424	2
OG0009425	2
OG0009426	2
OG0009427	2
OG0009428	3
OG0009429	3
OG0009430	1
OG0009431	2
OG0009432	4
OG0009433	2
OG0009434	2
OG0009435	1
OG0009436	2
OG0009437	1
OG0009438	2
OG0009439	1
OG0009440	3
OG0009441	1
OG0009442	2
OG0009443	3
OG0009444	1
OG0009445	2
OG0009446	3
OG0009447	3
OG0009448	1
OG0009449	2
OG0009450	2
OG0009451	3
OG0009452	2
OG0009453	1
OG0009454	2
OG0009455	2
OG0009456	1
OG0009457	1
OG0009458	2
OG0009459	2
OG0009460	3
OG0009461	2
OG0009462	2
OG0009463	2
OG0009464	4
OG0009465	1
OG0009466	3
OG0009467	2
OG0009468	3
OG0009469	1
OG0009470	3
OG0009471	2
OG0009472	1
OG0009473	3
OG0009474	2
OG0009475	1
OG0009476	1
OG0009477	5
OG0009478	3
OG0009479	2
OG0009480	2
OG0009481	2
OG0009482	2
OG0009483	7
OG0009484	3
OG0009485	2
OG0009486	2
OG0009487	2
OG0009488	2
OG0009489	2
OG0009490	2
OG0009491	2
OG0009492	2
OG0009493	1
OG0009494	2
OG0009495	1
OG0009496	3
OG0009497	2
OG0009498	2
OG0009499	2
OG0009500	1
OG0009501	1
OG0009502	1
OG0009503	1
OG0009504	1
OG0009505	2
OG0009506	2
OG0009507	2
OG0009508	2
OG0009509	1
OG0009510	2
OG0009511	2
OG0009512	2
OG0009513	1
OG0009514	2
OG0009515	3
OG0009516	2
OG0009517	1
OG0009518	1
OG0009519	2
OG0009520	2
OG0009521	2
OG0009522	1
OG0009523	1
OG0009524	1
OG0009525	1
OG0009526	2
OG0009527	2
OG0009528	2
OG0009529	2
OG0009530	2
OG0009531	2
OG0009532	1
OG0009533	1
OG0009534	2
OG0009535	2
OG0009536	1
OG0009537	2
OG0009538	1
OG0009539	2
OG0009540	2
OG0009541	2
OG0009542	1
OG0009543	3
OG0009544	2
OG0009545	1
OG0009546	3
OG0009547	1
OG0009548	2
OG0009549	2
OG0009550	1
OG0009551	2
OG0009552	2
OG0009553	2
OG0009554	2
OG0009555	3
OG0009556	3
OG0009557	2
OG0009558	3
OG0009559	2
OG0009560	3
OG0009561	2
OG0009562	8
OG0009563	1
OG0009564	2
OG0009565	2
OG0009566	2
OG0009567	2
OG0009568	2
OG0009569	2
OG0009570	3
OG0009571	1
OG0009572	2
OG0009573	2
OG0009574	1
OG0009575	1
OG0009576	4
OG0009577	2
OG0009578	2
OG0009579	2
OG0009580	1
OG0009581	2
OG0009582	2
OG0009583	1
OG0009584	3
OG0009585	2
OG0009586	3
OG0009587	3
OG0009588	3
OG0009589	2
OG0009590	1
OG0009591	1
OG0009592	2
OG0009593	3
OG0009594	3
OG0009595	4
OG0009596	2
OG0009597	1
OG0009598	2
OG0009599	2
OG0009600	1
OG0009601	2
OG0009602	2
OG0009603	1
OG0009604	1
OG0009605	3
OG0009606	1
OG0009607	1
OG0009608	2
OG0009609	3
OG0009610	1
OG0009611	2
OG0009612	2
OG0009613	2
OG0009614	3
OG0009615	2
OG0009616	2
OG0009617	1
OG0009618	4
OG0009619	2
OG0009620	3
OG0009621	2
OG0009622	2
OG0009623	6
OG0009624	3
OG0009625	4
OG0009626	3
OG0009627	3
OG0009628	1
OG0009629	3
OG0009630	2
OG0009631	1
OG0009632	1
OG0009633	2
OG0009634	3
OG0009635	4
OG0009636	3
OG0009637	2
OG0009638	2
OG0009639	1
OG0009640	1
OG0009641	2
OG0009642	2
OG0009643	1
OG0009644	2
OG0009645	3
OG0009646	3
OG0009647	2
OG0009648	2
OG0009649	3
OG0009650	1
OG0009651	3
OG0009652	2
OG0009653	1
OG0009654	3
OG0009655	3
OG0009656	3
OG0009657	9
OG0009658	2
OG0009659	1
OG0009660	3
OG0009661	2
OG0009662	3
OG0009663	1
OG0009664	1
OG0009665	3
OG0009666	2
OG0009667	1
OG0009668	2
OG0009669	2
OG0009670	3
OG0009671	2
OG0009672	2
OG0009673	3
OG0009674	7
OG0009675	1
OG0009676	2
OG0009677	3
OG0009678	4
OG0009679	3
OG0009680	2
OG0009681	1
OG0009682	2
OG0009683	2
OG0009684	2
OG0009685	2
OG0009686	2
OG0009687	1
OG0009688	1
OG0009689	1
OG0009690	1
OG0009691	3
OG0009692	1
OG0009693	2
OG0009694	1
OG0009695	2
OG0009696	3
OG0009697	3
OG0009698	1
OG0009699	2
OG0009700	2
OG0009701	2
OG0009702	2
OG0009703	2
OG0009704	2
OG0009705	3
OG0009706	1
OG0009707	2
OG0009708	2
OG0009709	2
OG0009710	2
OG0009711	1
OG0009712	3
OG0009713	1
OG0009714	3
OG0009715	1
OG0009716	1
OG0009717	2
OG0009718	2
OG0009719	2
OG0009720	3
OG0009721	3
OG0009722	3
OG0009723	2
OG0009724	2
OG0009725	2
OG0009726	3
OG0009727	2
OG0009728	2
OG0009729	1
OG0009730	1
OG0009731	1
OG0009732	3
OG0009733	2
OG0009734	2
OG0009735	2
OG0009736	2
OG0009737	2
OG0009738	1
OG0009739	2
OG0009740	1
OG0009741	2
OG0009742	2
OG0009743	2
OG0009744	2
OG0009745	2
OG0009746	1
OG0009747	1
OG0009748	2
OG0009749	3
OG0009750	2
OG0009751	2
OG0009752	3
OG0009753	2
OG0009754	1
OG0009755	1
OG0009756	4
OG0009757	2
OG0009758	2
OG0009759	1
OG0009760	2
OG0009761	2
OG0009762	4
OG0009763	3
OG0009764	1
OG0009765	1
OG0009766	2
OG0009767	2
OG0009768	2
OG0009769	2
OG0009770	2
OG0009771	3
OG0009772	2
OG0009773	1
OG0009774	2
OG0009775	2
OG0009776	5
OG0009777	1
OG0009778	1
OG0009779	2
OG0009780	2
OG0009781	2
OG0009782	3
OG0009783	2
OG0009784	2
OG0009785	2
OG0009786	3
OG0009787	2
OG0009788	2
OG0009789	2
OG0009790	1
OG0009791	1
OG0009792	3
OG0009793	2
OG0009794	1
OG0009795	1
OG0009796	2
OG0009797	1
OG0009798	2
OG0009799	3
OG0009800	1
OG0009801	2
OG0009802	2
OG0009803	1
OG0009804	1
OG0009805	2
OG0009806	1
OG0009807	2
OG0009808	3
OG0009809	2
OG0009810	3
OG0009811	2
OG0009812	2
OG0009813	2
OG0009814	4
OG0009815	2
OG0009816	2
OG0009817	2
OG0009818	2
OG0009819	2
OG0009820	2
OG0009821	2
OG0009822	2
OG0009823	1
OG0009824	2
OG0009825	1
OG0009826	1
OG0009827	1
OG0009828	2
OG0009829	4
OG0009830	1
OG0009831	2
OG0009832	1
OG0009833	1
OG0009834	4
OG0009835	2
OG0009836	2
OG0009837	2
OG0009838	2
OG0009839	2
OG0009840	3
OG0009841	2
OG0009842	2
OG0009843	2
OG0009844	2
OG0009845	2
OG0009846	2
OG0009847	3
OG0009848	2
OG0009849	2
OG0009850	2
OG0009851	1
OG0009852	2
OG0009853	2
OG0009854	2
OG0009855	1
OG0009856	3
OG0009857	2
OG0009858	2
OG0009859	1
OG0009860	3
OG0009861	1
OG0009862	3
OG0009863	1
OG0009864	2
OG0009865	2
OG0009866	1
OG0009867	3
OG0009868	2
OG0009869	1
OG0009870	1
OG0009871	2
OG0009872	1
OG0009873	1
OG0009874	2
OG0009875	1
OG0009876	2
OG0009877	2
OG0009878	2
OG0009879	1
OG0009880	1
OG0009881	1
OG0009882	1
OG0009883	1
OG0009884	2
OG0009885	1
OG0009886	2
OG0009887	2
OG0009888	6
OG0009889	1
OG0009890	2
OG0009891	1
OG0009892	1
OG0009893	1
OG0009894	1
OG0009895	1
OG0009896	2
OG0009897	4
OG0009898	2
OG0009899	2
OG0009900	2
OG0009901	2
OG0009902	2
OG0009903	2
OG0009904	1
OG0009905	2
OG0009906	2
OG0009907	2
OG0009908	1
OG0009909	2
OG0009910	2
OG0009911	2
OG0009912	1
OG0009913	2
OG0009914	2
OG0009915	2
OG0009916	2
OG0009917	2
OG0009918	2
OG0009919	2
OG0009920	2
OG0009921	2
OG0009922	1
OG0009923	1
OG0009924	2
OG0009925	2
OG0009926	2
OG0009927	1
OG0009928	2
OG0009929	2
OG0009930	2
OG0009931	2
OG0009932	2
OG0009933	1
OG0009934	1
OG0009935	2
OG0009936	2
OG0009937	1
OG0009938	1
OG0009939	2
OG0009940	4
OG0009941	1
OG0009942	2
OG0009943	2
OG0009944	1
OG0009945	2
OG0009946	2
OG0009947	4
OG0009948	2
OG0009949	1
OG0009950	3
OG0009951	1
OG0009952	2
OG0009953	1
OG0009954	1
OG0009955	2
OG0009956	2
OG0009957	2
OG0009958	1
OG0009959	1
OG0009960	2
OG0009961	2
OG0009962	1
OG0009963	2
OG0009964	2
OG0009965	1
OG0009966	1
OG0009967	1
OG0009968	2
OG0009969	2
OG0009970	2
OG0009971	2
OG0009972	2
OG0009973	3
OG0009974	2
OG0009975	2
OG0009976	2
OG0009977	3
OG0009978	2
OG0009979	6
OG0009980	2
OG0009981	1
OG0009982	2
OG0009983	2
OG0009984	2
OG0009985	1
OG0009986	2
OG0009987	1
OG0009988	2
OG0009989	3
OG0009990	1
OG0009991	2
OG0009992	2
OG0009993	2
OG0009994	2
OG0009995	1
OG0009996	1
OG0009997	1
OG0009998	2
OG0009999	1
OG0010000	1
OG0010001	1
OG0010002	2
OG0010003	2
OG0010004	2
OG0010005	1
OG0010006	2
OG0010007	2
OG0010008	1
OG0010009	2
OG0010010	1
OG0010011	2
OG0010012	2
OG0010013	3
OG0010014	2
OG0010015	2
OG0010016	2
OG0010017	2
OG0010018	3
OG0010019	1
OG0010020	2
OG0010021	2
OG0010022	2
OG0010023	2
OG0010024	3
OG0010025	2
OG0010026	1
OG0010027	2
OG0010028	2
OG0010029	2
OG0010030	2
OG0010031	2
OG0010032	2
OG0010033	2
OG0010034	3
OG0010035	2
OG0010036	1
OG0010037	3
OG0010038	2
OG0010039	2
OG0010040	2
OG0010041	1
OG0010042	1
OG0010043	1
OG0010044	2
OG0010045	1
OG0010046	1
OG0010047	2
OG0010048	2
OG0010049	2
OG0010050	2
OG0010051	1
OG0010052	2
OG0010053	2
OG0010054	2
OG0010055	2
OG0010056	3
OG0010057	5
OG0010058	2
OG0010059	1
OG0010060	2
OG0010061	1
OG0010062	2
OG0010063	2
OG0010064	2
OG0010065	1
OG0010066	2
OG0010067	2
OG0010068	1
OG0010069	2
OG0010070	1
OG0010071	4
OG0010072	2
OG0010073	2
OG0010074	2
OG0010075	2
OG0010076	3
OG0010077	1
OG0010078	3
OG0010079	2
OG0010080	2
OG0010081	3
OG0010082	3
OG0010083	3
OG0010084	1
OG0010085	3
OG0010086	2
OG0010087	2
OG0010088	2
OG0010089	1
OG0010090	1
OG0010091	1
OG0010092	2
OG0010093	2
OG0010094	3
OG0010095	3
OG0010096	2
OG0010097	2
OG0010098	1
OG0010099	2
OG0010100	2
OG0010101	2
OG0010102	2
OG0010103	1
OG0010104	2
OG0010105	4
OG0010106	3
OG0010107	1
OG0010108	1
OG0010109	2
OG0010110	3
OG0010111	5
OG0010112	2
OG0010113	2
OG0010114	2
OG0010115	2
OG0010116	2
OG0010117	5
OG0010118	2
OG0010119	2
OG0010120	1
OG0010121	2
OG0010122	1
OG0010123	2
OG0010124	2
OG0010125	2
OG0010126	1
OG0010127	1
OG0010128	4
OG0010129	2
OG0010130	2
OG0010131	1
OG0010132	2
OG0010133	3
OG0010134	2
OG0010135	3
OG0010136	1
OG0010137	3
OG0010138	2
OG0010139	2
OG0010140	1
OG0010141	2
OG0010142	2
OG0010143	2
OG0010144	2
OG0010145	2
OG0010146	1
OG0010147	6
OG0010148	6
OG0010149	9
OG0010150	7
OG0010151	3
OG0010152	2
OG0010153	4
OG0010154	3
OG0010155	3
OG0010156	4
OG0010157	3
OG0010158	2
OG0010159	4
OG0010160	2
OG0010161	4
OG0010162	4
OG0010163	2
OG0010164	3
OG0010165	2
OG0010166	2
OG0010167	3
OG0010168	13
OG0010169	8
OG0010170	3
OG0010171	13
OG0010172	12
OG0010173	6
OG0010174	9
OG0010175	12
OG0010176	7
OG0010177	13
OG0010178	13
OG0010179	12
OG0010180	5
OG0010181	4
OG0010182	13
OG0010183	5
OG0010184	5
OG0010185	12
OG0010186	10
OG0010187	11
OG0010188	7
OG0010189	7
OG0010190	6
OG0010191	5
OG0010192	5
OG0010193	12
OG0010194	5
OG0010195	3
OG0010196	5
OG0010197	12
OG0010198	4
OG0010199	13
OG0010200	9
OG0010201	11
OG0010202	12
OG0010203	10
OG0010204	12
OG0010205	12
OG0010206	10
OG0010207	7
OG0010208	8
OG0010209	11
OG0010210	6
OG0010211	7
OG0010212	7
OG0010213	13
OG0010214	13
OG0010215	13
OG0010216	13
OG0010217	13
OG0010218	8
OG0010219	7
OG0010220	13
OG0010221	13
OG0010222	11
OG0010223	13
OG0010224	12
OG0010225	9
OG0010226	12
OG0010227	13
OG0010228	7
OG0010229	9
OG0010230	13
OG0010231	13
OG0010232	12
OG0010233	13
OG0010234	13
OG0010235	13
OG0010236	13
OG0010237	13
OG0010238	13
OG0010239	13
OG0010240	13
OG0010241	13
OG0010242	13
OG0010243	13
OG0010244	13
OG0010245	13
OG0010246	13
OG0010247	13
OG0010248	13
OG0010249	13
OG0010250	10
OG0010251	13
OG0010252	12
OG0010253	13
OG0010254	13
OG0010255	13
OG0010256	13
OG0010257	13
OG0010258	13
OG0010259	13
OG0010260	13
OG0010261	13
OG0010262	13
OG0010263	13
OG0010264	13
OG0010265	13
OG0010266	13
OG0010267	13
OG0010268	13
OG0010269	13
OG0010270	12
OG0010271	13
OG0010272	13
OG0010273	1
OG0010274	10
OG0010275	1
OG0010276	1
OG0010277	2
OG0010278	1
OG0010279	1
OG0010280	11
OG0010281	1
OG0010282	5
OG0010283	1
OG0010284	2
OG0010285	3
OG0010286	2
OG0010287	1
OG0010288	1
OG0010289	1
OG0010290	2
OG0010291	1
OG0010292	1
OG0010293	2
OG0010294	2
OG0010295	2
OG0010296	1
OG0010297	1
OG0010298	1
OG0010300	1
OG0010301	1
OG0010302	11
OG0010303	1
OG0010304	1
OG0010305	1
OG0010306	1
OG0010307	7
OG0010308	1
OG0010309	1
OG0010310	2
OG0010311	10
OG0010312	1
OG0010313	1
OG0010314	1
OG0010315	2
OG0010316	1
OG0010317	2
OG0010318	1
OG0010319	1
OG0010320	1
OG0010321	1
OG0010322	1
OG0010324	1
OG0010325	2
OG0010327	1
OG0010328	1
OG0010329	1
OG0010330	2
OG0010331	2
OG0010332	1
OG0010333	1
OG0010334	1
OG0010335	1
OG0010336	1
OG0010337	1
OG0010338	1
OG0010339	2
OG0010340	1
OG0010341	1
OG0010342	2
OG0010343	2
OG0010344	1
OG0010345	1
OG0010346	1
OG0010347	1
OG0010348	2
OG0010349	1
OG0010350	5
OG0010351	1
OG0010352	1
OG0010353	2
OG0010354	2
OG0010355	1
OG0010356	1
OG0010357	1
OG0010358	2
OG0010359	8
OG0010360	1
OG0010361	2
OG0010362	2
OG0010363	4
OG0010364	1
OG0010365	1
OG0010366	1
OG0010367	1
OG0010368	9
OG0010369	1
OG0010370	1
OG0010371	1
OG0010372	1
OG0010373	1
OG0010374	2
OG0010375	3
OG0010376	1
OG0010377	2
OG0010378	1
OG0010379	1
OG0010380	2
OG0010381	10
OG0010382	1
OG0010383	1
OG0010384	10
OG0010385	1
OG0010386	2
OG0010387	1
OG0010388	1
OG0010389	1
OG0010390	1
OG0010391	2
OG0010392	1
OG0010393	4
OG0010394	1
OG0010395	1
OG0010396	1
OG0010397	1
OG0010398	2
OG0010399	1
OG0010400	8
OG0010401	2
OG0010402	1
OG0010403	1
OG0010404	3
OG0010405	3
OG0010406	3
OG0010407	1
OG0010408	3
OG0010409	2
OG0010410	1
OG0010411	1
OG0010412	2
OG0010413	1
OG0010414	1
OG0010415	2
OG0010416	1
OG0010417	1
OG0010418	2
OG0010419	1
OG0010420	3
OG0010421	1
OG0010422	2
OG0010423	1
OG0010424	1
OG0010425	1
OG0010426	3
OG0010427	1
OG0010428	1
OG0010429	3
OG0010430	1
OG0010431	1
OG0010432	1
OG0010433	1
OG0010434	1
OG0010435	1
OG0010436	2
OG0010437	1
OG0010438	1
OG0010439	1
OG0010440	1
OG0010441	4
OG0010442	1
OG0010443	1
OG0010444	2
OG0010445	1
OG0010446	1
OG0010447	1
OG0010448	1
OG0010449	1
OG0010450	1
OG0010451	1
OG0010452	1
OG0010453	1
OG0010454	2
OG0010455	1
OG0010456	1
OG0010457	1
OG0010458	1
OG0010459	5
OG0010460	5
OG0010461	1
OG0010462	1
OG0010463	2
OG0010464	1
OG0010465	1
OG0010466	1
OG0010467	1
OG0010468	2
OG0010469	1
OG0010470	8
OG0010471	1
OG0010472	1
OG0010473	1
OG0010474	2
OG0010475	1
OG0010476	1
OG0010477	1
OG0010478	1
OG0010479	1
OG0010480	1
OG0010481	1
OG0010482	1
OG0010483	1
OG0010484	1
OG0010485	1
OG0010486	1
OG0010487	1
OG0010488	1
OG0010489	2
OG0010490	1
OG0010491	1
OG0010492	1
OG0010493	1
OG0010494	1
OG0010495	1
OG0010496	1
OG0010497	1
OG0010498	1
OG0010499	1
OG0010500	1
OG0010501	1
OG0010502	1
OG0010503	3
OG0010504	1
OG0010505	1
OG0010506	2
OG0010507	1
OG0010508	2
OG0010509	1
OG0010510	2
OG0010511	1
OG0010512	3
OG0010513	1
OG0010514	1
OG0010515	1
OG0010516	1
OG0010517	2
OG0010518	1
OG0010519	1
OG0010520	1
OG0010521	1
OG0010522	1
OG0010523	1
OG0010524	2
OG0010525	1
OG0010526	1
OG0010527	1
OG0010528	2
OG0010529	1
OG0010530	1
OG0010531	4
OG0010532	1
OG0010533	2
OG0010534	1
OG0010535	4
OG0010536	2
OG0010537	1
OG0010538	3
OG0010539	1
OG0010540	2
OG0010541	1
OG0010542	2
OG0010543	1
OG0010544	2
OG0010545	1
OG0010546	1
OG0010547	1
OG0010548	1
OG0010549	1
OG0010550	3
OG0010551	1
OG0010552	2
OG0010553	2
OG0010554	1
OG0010555	1
OG0010556	1
OG0010557	1
OG0010558	1
OG0010559	1
OG0010560	1
OG0010561	1
OG0010562	1
OG0010563	1
OG0010564	1
OG0010565	1
OG0010566	2
OG0010567	1
OG0010568	2
OG0010569	2
OG0010570	1
OG0010571	2
OG0010572	1
OG0010573	1
OG0010574	2
OG0010575	1
OG0010576	2
OG0010577	1
OG0010578	1
OG0010579	1
OG0010580	1
OG0010581	1
OG0010582	1
OG0010583	1
OG0010584	2
OG0010585	1
OG0010586	3
OG0010587	1
OG0010588	1
OG0010589	2
OG0010590	1
OG0010591	2
OG0010592	1
OG0010593	2
OG0010594	1
OG0010595	3
OG0010596	1
OG0010597	1
OG0010598	1
OG0010599	1
OG0010600	1
OG0010601	1
OG0010602	2
OG0010603	1
OG0010604	3
OG0010605	1
OG0010606	2
OG0010607	1
OG0010608	1
OG0010609	1
OG0010610	2
OG0010611	1
OG0010612	1
OG0010613	1
